cache_index,image_path,filename,stem
58,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/004_03-vs-128_03.png,004_03-vs-128_03.png,004_03-vs-128_03
59,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/004_03-vs-141_03.png,004_03-vs-141_03.png,004_03-vs-141_03
60,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/004_03-vs-142_03.png,004_03-vs-142_03.png,004_03-vs-142_03
61,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/004_03-vs-172_03.png,004_03-vs-172_03.png,004_03-vs-172_03
62,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-008_03.png,005_03-vs-008_03.png,005_03-vs-008_03
63,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-018_03.png,005_03-vs-018_03.png,005_03-vs-018_03
64,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-022_03.png,005_03-vs-022_03.png,005_03-vs-022_03
65,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-067_03.png,005_03-vs-067_03.png,005_03-vs-067_03
66,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-068_03.png,005_03-vs-068_03.png,005_03-vs-068_03
67,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-082_03.png,005_03-vs-082_03.png,005_03-vs-082_03
68,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-104_03.png,005_03-vs-104_03.png,005_03-vs-104_03
69,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_03-vs-115_03.png,005_03-vs-115_03.png,005_03-vs-115_03
70,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-008_08.png,005_08-vs-008_08.png,005_08-vs-008_08
71,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-018_08.png,005_08-vs-018_08.png,005_08-vs-018_08
72,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-021_08.png,005_08-vs-021_08.png,005_08-vs-021_08
73,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-022_08.png,005_08-vs-022_08.png,005_08-vs-022_08
74,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-068_08.png,005_08-vs-068_08.png,005_08-vs-068_08
75,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-082_08.png,005_08-vs-082_08.png,005_08-vs-082_08
76,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-115_08.png,005_08-vs-115_08.png,005_08-vs-115_08
77,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/005_08-vs-140_08.png,005_08-vs-140_08.png,005_08-vs-140_08
78,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_03-vs-016_03.png,006_03-vs-016_03.png,006_03-vs-016_03
79,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_03-vs-064_03.png,006_03-vs-064_03.png,006_03-vs-064_03
80,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_03-vs-094_03.png,006_03-vs-094_03.png,006_03-vs-094_03
81,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_03-vs-097_03.png,006_03-vs-097_03.png,006_03-vs-097_03
82,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_03-vs-102_03.png,006_03-vs-102_03.png,006_03-vs-102_03
83,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_03-vs-118_03.png,006_03-vs-118_03.png,006_03-vs-118_03
84,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_08-vs-016_08.png,006_08-vs-016_08.png,006_08-vs-016_08
85,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_08-vs-081_08.png,006_08-vs-081_08.png,006_08-vs-081_08
86,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_08-vs-102_08.png,006_08-vs-102_08.png,006_08-vs-102_08
87,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_08-vs-118_08.png,006_08-vs-118_08.png,006_08-vs-118_08
88,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_08-vs-139_08.png,006_08-vs-139_08.png,006_08-vs-139_08
89,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/006_08-vs-144_08.png,006_08-vs-144_08.png,006_08-vs-144_08
90,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/007_03-vs-039_03.png,007_03-vs-039_03.png,007_03-vs-039_03
91,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/007_03-vs-062_03.png,007_03-vs-062_03.png,007_03-vs-062_03
92,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/007_03-vs-094_03.png,007_03-vs-094_03.png,007_03-vs-094_03
93,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/007_03-vs-107_03.png,007_03-vs-107_03.png,007_03-vs-107_03
94,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/007_03-vs-122_03.png,007_03-vs-122_03.png,007_03-vs-122_03
95,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/007_03-vs-124_03.png,007_03-vs-124_03.png,007_03-vs-124_03
96,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_03-vs-104_03.png,008_03-vs-104_03.png,008_03-vs-104_03
97,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_03-vs-143_03.png,008_03-vs-143_03.png,008_03-vs-143_03
98,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_08-vs-042_08.png,008_08-vs-042_08.png,008_08-vs-042_08
99,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_08-vs-061_08.png,008_08-vs-061_08.png,008_08-vs-061_08
100,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_08-vs-063_08.png,008_08-vs-063_08.png,008_08-vs-063_08
101,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_08-vs-070_08.png,008_08-vs-070_08.png,008_08-vs-070_08
102,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/008_08-vs-096_08.png,008_08-vs-096_08.png,008_08-vs-096_08
103,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-014_03.png,009_03-vs-014_03.png,009_03-vs-014_03
104,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-019_03.png,009_03-vs-019_03.png,009_03-vs-019_03
105,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-027_03.png,009_03-vs-027_03.png,009_03-vs-027_03
106,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-039_03.png,009_03-vs-039_03.png,009_03-vs-039_03
107,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-066_03.png,009_03-vs-066_03.png,009_03-vs-066_03
108,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-083_03.png,009_03-vs-083_03.png,009_03-vs-083_03
109,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-090_03.png,009_03-vs-090_03.png,009_03-vs-090_03
110,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-107_03.png,009_03-vs-107_03.png,009_03-vs-107_03
111,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-112_03.png,009_03-vs-112_03.png,009_03-vs-112_03
112,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-122_03.png,009_03-vs-122_03.png,009_03-vs-122_03
113,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-129_03.png,009_03-vs-129_03.png,009_03-vs-129_03
114,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_03-vs-144_03.png,009_03-vs-144_03.png,009_03-vs-144_03
115,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-019_08.png,009_08-vs-019_08.png,009_08-vs-019_08
116,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-062_08.png,009_08-vs-062_08.png,009_08-vs-062_08
117,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-083_08.png,009_08-vs-083_08.png,009_08-vs-083_08
118,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-090_08.png,009_08-vs-090_08.png,009_08-vs-090_08
119,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-107_08.png,009_08-vs-107_08.png,009_08-vs-107_08
120,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-112_08.png,009_08-vs-112_08.png,009_08-vs-112_08
121,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-122_08.png,009_08-vs-122_08.png,009_08-vs-122_08
122,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-129_08.png,009_08-vs-129_08.png,009_08-vs-129_08
123,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-135_08.png,009_08-vs-135_08.png,009_08-vs-135_08
124,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-139_08.png,009_08-vs-139_08.png,009_08-vs-139_08
125,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/009_08-vs-144_08.png,009_08-vs-144_08.png,009_08-vs-144_08
126,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_03-vs-030_03.png,010_03-vs-030_03.png,010_03-vs-030_03
127,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_03-vs-038_03.png,010_03-vs-038_03.png,010_03-vs-038_03
128,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_03-vs-039_03.png,010_03-vs-039_03.png,010_03-vs-039_03
129,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_03-vs-090_03.png,010_03-vs-090_03.png,010_03-vs-090_03
130,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_08-vs-020_08.png,010_08-vs-020_08.png,010_08-vs-020_08
131,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_08-vs-038_08.png,010_08-vs-038_08.png,010_08-vs-038_08
132,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/010_08-vs-039_08.png,010_08-vs-039_08.png,010_08-vs-039_08
133,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-020_03.png,011_03-vs-020_03.png,011_03-vs-020_03
134,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-032_03.png,011_03-vs-032_03.png,011_03-vs-032_03
135,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-062_03.png,011_03-vs-062_03.png,011_03-vs-062_03
136,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-064_03.png,011_03-vs-064_03.png,011_03-vs-064_03
137,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-097_03.png,011_03-vs-097_03.png,011_03-vs-097_03
138,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-120_03.png,011_03-vs-120_03.png,011_03-vs-120_03
139,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-124_03.png,011_03-vs-124_03.png,011_03-vs-124_03
140,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_03-vs-135_03.png,011_03-vs-135_03.png,011_03-vs-135_03
141,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-020_08.png,011_08-vs-020_08.png,011_08-vs-020_08
142,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-032_08.png,011_08-vs-032_08.png,011_08-vs-032_08
143,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-062_08.png,011_08-vs-062_08.png,011_08-vs-062_08
144,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-064_08.png,011_08-vs-064_08.png,011_08-vs-064_08
145,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-091_08.png,011_08-vs-091_08.png,011_08-vs-091_08
146,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-124_08.png,011_08-vs-124_08.png,011_08-vs-124_08
147,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-135_08.png,011_08-vs-135_08.png,011_08-vs-135_08
148,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/011_08-vs-136_08.png,011_08-vs-136_08.png,011_08-vs-136_08
149,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_03-vs-026_03.png,012_03-vs-026_03.png,012_03-vs-026_03
150,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_03-vs-037_03.png,012_03-vs-037_03.png,012_03-vs-037_03
151,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_03-vs-041_03.png,012_03-vs-041_03.png,012_03-vs-041_03
152,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_II/012_03-vs-096_03.png,012_03-vs-096_03.png,012_03-vs-096_03
