morph_index,z1_original_idx,z2_original_idx,z1_image_path,z2_image_path,z1_cosine_sim,z2_cosine_sim
60,41945,36058,/nas-ctm01/datasets/public/ffhq256/41945.png,/nas-ctm01/datasets/public/ffhq256/36058.png,0.7530316114425659,0.43242955207824707
61,38981,36117,/nas-ctm01/datasets/public/ffhq256/38981.png,/nas-ctm01/datasets/public/ffhq256/36117.png,0.41718369722366333,0.3086193799972534
62,50288,66288,/nas-ctm01/datasets/public/ffhq256/50288.png,/nas-ctm01/datasets/public/ffhq256/66288.png,0.48928117752075195,0.23844146728515625
63,33438,768,/nas-ctm01/datasets/public/ffhq256/33438.png,/nas-ctm01/datasets/public/ffhq256/00768.png,0.5499926805496216,0.4320061206817627
64,63681,47208,/nas-ctm01/datasets/public/ffhq256/63681.png,/nas-ctm01/datasets/public/ffhq256/47208.png,0.5995928049087524,0.5146937966346741
65,39543,45918,/nas-ctm01/datasets/public/ffhq256/39543.png,/nas-ctm01/datasets/public/ffhq256/45918.png,0.7462416291236877,0.577441930770874
66,14599,9491,/nas-ctm01/datasets/public/ffhq256/14599.png,/nas-ctm01/datasets/public/ffhq256/09491.png,0.6152837872505188,0.15676568448543549
67,31321,10044,/nas-ctm01/datasets/public/ffhq256/31321.png,/nas-ctm01/datasets/public/ffhq256/10044.png,0.5642082691192627,0.29953229427337646
68,18799,39838,/nas-ctm01/datasets/public/ffhq256/18799.png,/nas-ctm01/datasets/public/ffhq256/39838.png,0.5074810981750488,0.10168490558862686
69,353,53666,/nas-ctm01/datasets/public/ffhq256/00353.png,/nas-ctm01/datasets/public/ffhq256/53666.png,0.5082831382751465,0.4220108091831207
70,62906,28170,/nas-ctm01/datasets/public/ffhq256/62906.png,/nas-ctm01/datasets/public/ffhq256/28170.png,0.45850253105163574,0.17341844737529755
71,17083,9985,/nas-ctm01/datasets/public/ffhq256/17083.png,/nas-ctm01/datasets/public/ffhq256/09985.png,0.4593823552131653,0.32662075757980347
72,54637,63433,/nas-ctm01/datasets/public/ffhq256/54637.png,/nas-ctm01/datasets/public/ffhq256/63433.png,0.5423515439033508,0.36453795433044434
73,48943,16127,/nas-ctm01/datasets/public/ffhq256/48943.png,/nas-ctm01/datasets/public/ffhq256/16127.png,0.6572204828262329,0.5881657600402832
74,24146,55299,/nas-ctm01/datasets/public/ffhq256/24146.png,/nas-ctm01/datasets/public/ffhq256/55299.png,0.6270626783370972,0.41044679284095764
75,34954,60766,/nas-ctm01/datasets/public/ffhq256/34954.png,/nas-ctm01/datasets/public/ffhq256/60766.png,0.4229240417480469,0.2853645086288452
76,68658,69559,/nas-ctm01/datasets/public/ffhq256/68658.png,/nas-ctm01/datasets/public/ffhq256/69559.png,0.3928321301937103,0.20045466721057892
77,46844,15841,/nas-ctm01/datasets/public/ffhq256/46844.png,/nas-ctm01/datasets/public/ffhq256/15841.png,0.7521737217903137,0.5179150104522705
78,55934,64628,/nas-ctm01/datasets/public/ffhq256/55934.png,/nas-ctm01/datasets/public/ffhq256/64628.png,0.18738555908203125,0.10316488891839981
79,66960,41972,/nas-ctm01/datasets/public/ffhq256/66960.png,/nas-ctm01/datasets/public/ffhq256/41972.png,0.7709361910820007,0.5105463266372681
80,61430,32164,/nas-ctm01/datasets/public/ffhq256/61430.png,/nas-ctm01/datasets/public/ffhq256/32164.png,0.5580875873565674,0.4512020945549011
81,47292,4253,/nas-ctm01/datasets/public/ffhq256/47292.png,/nas-ctm01/datasets/public/ffhq256/04253.png,0.5018380880355835,0.11080280691385269
82,7354,60211,/nas-ctm01/datasets/public/ffhq256/07354.png,/nas-ctm01/datasets/public/ffhq256/60211.png,0.3415583670139313,0.31732290983200073
83,68941,28427,/nas-ctm01/datasets/public/ffhq256/68941.png,/nas-ctm01/datasets/public/ffhq256/28427.png,0.5524365305900574,0.4708290696144104
84,27003,43138,/nas-ctm01/datasets/public/ffhq256/27003.png,/nas-ctm01/datasets/public/ffhq256/43138.png,0.6735476851463318,0.281069278717041
85,68508,42926,/nas-ctm01/datasets/public/ffhq256/68508.png,/nas-ctm01/datasets/public/ffhq256/42926.png,0.42277300357818604,0.33523014187812805
86,52211,29797,/nas-ctm01/datasets/public/ffhq256/52211.png,/nas-ctm01/datasets/public/ffhq256/29797.png,0.585628867149353,0.1818084716796875
87,35766,32395,/nas-ctm01/datasets/public/ffhq256/35766.png,/nas-ctm01/datasets/public/ffhq256/32395.png,0.40504205226898193,0.23535452783107758
88,7155,65875,/nas-ctm01/datasets/public/ffhq256/07155.png,/nas-ctm01/datasets/public/ffhq256/65875.png,0.6202038526535034,0.1563580185174942
89,54780,43284,/nas-ctm01/datasets/public/ffhq256/54780.png,/nas-ctm01/datasets/public/ffhq256/43284.png,0.36625510454177856,0.33468717336654663
90,13301,45916,/nas-ctm01/datasets/public/ffhq256/13301.png,/nas-ctm01/datasets/public/ffhq256/45916.png,0.5606576204299927,0.07850683480501175
91,49014,58392,/nas-ctm01/datasets/public/ffhq256/49014.png,/nas-ctm01/datasets/public/ffhq256/58392.png,0.6320345401763916,0.41281741857528687
92,41173,40157,/nas-ctm01/datasets/public/ffhq256/41173.png,/nas-ctm01/datasets/public/ffhq256/40157.png,0.43287956714630127,0.24656641483306885
93,56205,62846,/nas-ctm01/datasets/public/ffhq256/56205.png,/nas-ctm01/datasets/public/ffhq256/62846.png,0.48382365703582764,0.18111209571361542
94,54320,30184,/nas-ctm01/datasets/public/ffhq256/54320.png,/nas-ctm01/datasets/public/ffhq256/30184.png,0.4008254408836365,0.34713613986968994
95,7042,21041,/nas-ctm01/datasets/public/ffhq256/07042.png,/nas-ctm01/datasets/public/ffhq256/21041.png,0.3623097240924835,0.20042484998703003
96,33952,54191,/nas-ctm01/datasets/public/ffhq256/33952.png,/nas-ctm01/datasets/public/ffhq256/54191.png,0.6178100109100342,0.29375696182250977
97,58357,53586,/nas-ctm01/datasets/public/ffhq256/58357.png,/nas-ctm01/datasets/public/ffhq256/53586.png,0.6426379680633545,0.005117875523865223
98,24934,6824,/nas-ctm01/datasets/public/ffhq256/24934.png,/nas-ctm01/datasets/public/ffhq256/06824.png,0.48247355222702026,0.37802284955978394
99,60595,19499,/nas-ctm01/datasets/public/ffhq256/60595.png,/nas-ctm01/datasets/public/ffhq256/19499.png,0.6605847477912903,0.42301276326179504
100,33899,59453,/nas-ctm01/datasets/public/ffhq256/33899.png,/nas-ctm01/datasets/public/ffhq256/59453.png,0.3870044946670532,0.10185480117797852
101,66541,9468,/nas-ctm01/datasets/public/ffhq256/66541.png,/nas-ctm01/datasets/public/ffhq256/09468.png,0.3289618492126465,0.20406535267829895
102,66709,36888,/nas-ctm01/datasets/public/ffhq256/66709.png,/nas-ctm01/datasets/public/ffhq256/36888.png,0.39253300428390503,0.2811119556427002
103,42622,22565,/nas-ctm01/datasets/public/ffhq256/42622.png,/nas-ctm01/datasets/public/ffhq256/22565.png,0.4382696747779846,0.3693791627883911
104,22365,41467,/nas-ctm01/datasets/public/ffhq256/22365.png,/nas-ctm01/datasets/public/ffhq256/41467.png,0.5563187599182129,0.38271909952163696
105,32918,55910,/nas-ctm01/datasets/public/ffhq256/32918.png,/nas-ctm01/datasets/public/ffhq256/55910.png,0.2697828412055969,0.24742871522903442
106,38874,66100,/nas-ctm01/datasets/public/ffhq256/38874.png,/nas-ctm01/datasets/public/ffhq256/66100.png,0.39198458194732666,0.22258839011192322
107,54827,19058,/nas-ctm01/datasets/public/ffhq256/54827.png,/nas-ctm01/datasets/public/ffhq256/19058.png,0.5048482418060303,0.2654099464416504
108,22672,10268,/nas-ctm01/datasets/public/ffhq256/22672.png,/nas-ctm01/datasets/public/ffhq256/10268.png,0.40987467765808105,0.24846307933330536
109,10871,26726,/nas-ctm01/datasets/public/ffhq256/10871.png,/nas-ctm01/datasets/public/ffhq256/26726.png,0.44067853689193726,0.012235291302204132
110,19562,10922,/nas-ctm01/datasets/public/ffhq256/19562.png,/nas-ctm01/datasets/public/ffhq256/10922.png,0.23393741250038147,0.23280778527259827
111,37426,51993,/nas-ctm01/datasets/public/ffhq256/37426.png,/nas-ctm01/datasets/public/ffhq256/51993.png,0.31229209899902344,0.2729688286781311
112,53257,31955,/nas-ctm01/datasets/public/ffhq256/53257.png,/nas-ctm01/datasets/public/ffhq256/31955.png,0.44878339767456055,0.3123551905155182
113,50019,55818,/nas-ctm01/datasets/public/ffhq256/50019.png,/nas-ctm01/datasets/public/ffhq256/55818.png,0.3624613881111145,0.30380284786224365
114,45582,31852,/nas-ctm01/datasets/public/ffhq256/45582.png,/nas-ctm01/datasets/public/ffhq256/31852.png,0.7400686740875244,0.26762551069259644
115,25077,7380,/nas-ctm01/datasets/public/ffhq256/25077.png,/nas-ctm01/datasets/public/ffhq256/07380.png,0.5829620361328125,0.1337641030550003
116,30281,14252,/nas-ctm01/datasets/public/ffhq256/30281.png,/nas-ctm01/datasets/public/ffhq256/14252.png,0.626868486404419,0.5037323236465454
117,60145,28463,/nas-ctm01/datasets/public/ffhq256/60145.png,/nas-ctm01/datasets/public/ffhq256/28463.png,0.4592495560646057,0.43316972255706787
118,33550,23242,/nas-ctm01/datasets/public/ffhq256/33550.png,/nas-ctm01/datasets/public/ffhq256/23242.png,0.5003060102462769,0.4455055594444275
119,25302,22397,/nas-ctm01/datasets/public/ffhq256/25302.png,/nas-ctm01/datasets/public/ffhq256/22397.png,0.45814576745033264,0.31921061873435974
120,25807,61123,/nas-ctm01/datasets/public/ffhq256/25807.png,/nas-ctm01/datasets/public/ffhq256/61123.png,0.49170565605163574,0.33697280287742615
121,23107,102,/nas-ctm01/datasets/public/ffhq256/23107.png,/nas-ctm01/datasets/public/ffhq256/00102.png,0.5952998399734497,0.2746644616127014
122,61403,12575,/nas-ctm01/datasets/public/ffhq256/61403.png,/nas-ctm01/datasets/public/ffhq256/12575.png,0.6149271726608276,0.47527140378952026
123,7684,65770,/nas-ctm01/datasets/public/ffhq256/07684.png,/nas-ctm01/datasets/public/ffhq256/65770.png,0.6180659532546997,0.1733749508857727
124,67713,8741,/nas-ctm01/datasets/public/ffhq256/67713.png,/nas-ctm01/datasets/public/ffhq256/08741.png,0.4679253101348877,0.41414695978164673
125,49579,68922,/nas-ctm01/datasets/public/ffhq256/49579.png,/nas-ctm01/datasets/public/ffhq256/68922.png,0.7489503622055054,0.5202556848526001
126,16406,59940,/nas-ctm01/datasets/public/ffhq256/16406.png,/nas-ctm01/datasets/public/ffhq256/59940.png,0.6009101867675781,0.4992617666721344
127,10642,54572,/nas-ctm01/datasets/public/ffhq256/10642.png,/nas-ctm01/datasets/public/ffhq256/54572.png,0.34417110681533813,0.23270750045776367
128,54683,68873,/nas-ctm01/datasets/public/ffhq256/54683.png,/nas-ctm01/datasets/public/ffhq256/68873.png,0.4912905693054199,0.27827271819114685
129,55040,43348,/nas-ctm01/datasets/public/ffhq256/55040.png,/nas-ctm01/datasets/public/ffhq256/43348.png,0.3920523524284363,0.22901739180088043
130,1427,42949,/nas-ctm01/datasets/public/ffhq256/01427.png,/nas-ctm01/datasets/public/ffhq256/42949.png,0.42966538667678833,0.3590484857559204
131,51612,22339,/nas-ctm01/datasets/public/ffhq256/51612.png,/nas-ctm01/datasets/public/ffhq256/22339.png,0.5805727243423462,0.21133507788181305
132,59769,18850,/nas-ctm01/datasets/public/ffhq256/59769.png,/nas-ctm01/datasets/public/ffhq256/18850.png,0.29830843210220337,0.18401089310646057
133,46176,23001,/nas-ctm01/datasets/public/ffhq256/46176.png,/nas-ctm01/datasets/public/ffhq256/23001.png,0.28551381826400757,0.0646209716796875
134,4437,62018,/nas-ctm01/datasets/public/ffhq256/04437.png,/nas-ctm01/datasets/public/ffhq256/62018.png,0.3481106758117676,0.2877875864505768
135,62065,9667,/nas-ctm01/datasets/public/ffhq256/62065.png,/nas-ctm01/datasets/public/ffhq256/09667.png,0.5611556172370911,0.5212043523788452
136,63063,12189,/nas-ctm01/datasets/public/ffhq256/63063.png,/nas-ctm01/datasets/public/ffhq256/12189.png,0.3977975845336914,0.2636595070362091
137,23026,42790,/nas-ctm01/datasets/public/ffhq256/23026.png,/nas-ctm01/datasets/public/ffhq256/42790.png,0.47367769479751587,0.2573831081390381
138,23696,25674,/nas-ctm01/datasets/public/ffhq256/23696.png,/nas-ctm01/datasets/public/ffhq256/25674.png,0.38559189438819885,0.14487458765506744
139,42498,42663,/nas-ctm01/datasets/public/ffhq256/42498.png,/nas-ctm01/datasets/public/ffhq256/42663.png,0.4641520082950592,0.19887109100818634
140,65669,20640,/nas-ctm01/datasets/public/ffhq256/65669.png,/nas-ctm01/datasets/public/ffhq256/20640.png,0.6018801331520081,0.5210946202278137
141,14145,4695,/nas-ctm01/datasets/public/ffhq256/14145.png,/nas-ctm01/datasets/public/ffhq256/04695.png,0.8360559940338135,0.061572276055812836
142,12082,32451,/nas-ctm01/datasets/public/ffhq256/12082.png,/nas-ctm01/datasets/public/ffhq256/32451.png,0.425265371799469,0.285481333732605
143,51754,63945,/nas-ctm01/datasets/public/ffhq256/51754.png,/nas-ctm01/datasets/public/ffhq256/63945.png,0.6151903867721558,0.05124867707490921
144,46895,16655,/nas-ctm01/datasets/public/ffhq256/46895.png,/nas-ctm01/datasets/public/ffhq256/16655.png,0.49274107813835144,0.22337564826011658
145,28780,67184,/nas-ctm01/datasets/public/ffhq256/28780.png,/nas-ctm01/datasets/public/ffhq256/67184.png,0.3057287931442261,0.2756505608558655
146,2284,32291,/nas-ctm01/datasets/public/ffhq256/02284.png,/nas-ctm01/datasets/public/ffhq256/32291.png,0.47787415981292725,0.3272674083709717
147,38620,29301,/nas-ctm01/datasets/public/ffhq256/38620.png,/nas-ctm01/datasets/public/ffhq256/29301.png,0.4422468841075897,0.30142688751220703
148,13129,48073,/nas-ctm01/datasets/public/ffhq256/13129.png,/nas-ctm01/datasets/public/ffhq256/48073.png,0.5844129920005798,0.06562164425849915
149,10760,35478,/nas-ctm01/datasets/public/ffhq256/10760.png,/nas-ctm01/datasets/public/ffhq256/35478.png,0.45838844776153564,0.039753563702106476
150,39538,30287,/nas-ctm01/datasets/public/ffhq256/39538.png,/nas-ctm01/datasets/public/ffhq256/30287.png,0.6037600040435791,0.5862466096878052
151,29353,49839,/nas-ctm01/datasets/public/ffhq256/29353.png,/nas-ctm01/datasets/public/ffhq256/49839.png,0.4726024866104126,0.3851975202560425
152,55164,3624,/nas-ctm01/datasets/public/ffhq256/55164.png,/nas-ctm01/datasets/public/ffhq256/03624.png,0.5544558763504028,0.2598324418067932
153,39976,116,/nas-ctm01/datasets/public/ffhq256/39976.png,/nas-ctm01/datasets/public/ffhq256/00116.png,0.6739529371261597,0.3139244019985199
154,31674,10827,/nas-ctm01/datasets/public/ffhq256/31674.png,/nas-ctm01/datasets/public/ffhq256/10827.png,0.5507709980010986,0.28239235281944275
155,453,14775,/nas-ctm01/datasets/public/ffhq256/00453.png,/nas-ctm01/datasets/public/ffhq256/14775.png,0.43906939029693604,0.2916523218154907
156,18949,32993,/nas-ctm01/datasets/public/ffhq256/18949.png,/nas-ctm01/datasets/public/ffhq256/32993.png,0.7531639337539673,0.34788426756858826
157,63246,23581,/nas-ctm01/datasets/public/ffhq256/63246.png,/nas-ctm01/datasets/public/ffhq256/23581.png,0.48483604192733765,0.11388301849365234
158,54935,68775,/nas-ctm01/datasets/public/ffhq256/54935.png,/nas-ctm01/datasets/public/ffhq256/68775.png,0.36134082078933716,0.1713217794895172
159,53932,68420,/nas-ctm01/datasets/public/ffhq256/53932.png,/nas-ctm01/datasets/public/ffhq256/68420.png,0.5283777713775635,0.2532404661178589
160,66776,31917,/nas-ctm01/datasets/public/ffhq256/66776.png,/nas-ctm01/datasets/public/ffhq256/31917.png,0.40650370717048645,0.30666428804397583
161,7638,45333,/nas-ctm01/datasets/public/ffhq256/07638.png,/nas-ctm01/datasets/public/ffhq256/45333.png,0.5458720922470093,0.11165131628513336
162,68192,46285,/nas-ctm01/datasets/public/ffhq256/68192.png,/nas-ctm01/datasets/public/ffhq256/46285.png,0.30405569076538086,0.2992243468761444
163,11,39730,/nas-ctm01/datasets/public/ffhq256/00011.png,/nas-ctm01/datasets/public/ffhq256/39730.png,0.42239049077033997,0.29448047280311584
164,69099,34500,/nas-ctm01/datasets/public/ffhq256/69099.png,/nas-ctm01/datasets/public/ffhq256/34500.png,0.7468795776367188,0.3176634609699249
165,52528,65946,/nas-ctm01/datasets/public/ffhq256/52528.png,/nas-ctm01/datasets/public/ffhq256/65946.png,0.6501343250274658,0.5063950419425964
166,7331,38563,/nas-ctm01/datasets/public/ffhq256/07331.png,/nas-ctm01/datasets/public/ffhq256/38563.png,0.1980496644973755,0.14890018105506897
167,39609,55313,/nas-ctm01/datasets/public/ffhq256/39609.png,/nas-ctm01/datasets/public/ffhq256/55313.png,0.5626705884933472,0.35221412777900696
168,49938,50807,/nas-ctm01/datasets/public/ffhq256/49938.png,/nas-ctm01/datasets/public/ffhq256/50807.png,0.3959975838661194,0.3369242548942566
169,31348,2110,/nas-ctm01/datasets/public/ffhq256/31348.png,/nas-ctm01/datasets/public/ffhq256/02110.png,0.46145492792129517,0.2895166575908661
170,7464,14142,/nas-ctm01/datasets/public/ffhq256/07464.png,/nas-ctm01/datasets/public/ffhq256/14142.png,0.46524709463119507,0.22683706879615784
171,48834,1683,/nas-ctm01/datasets/public/ffhq256/48834.png,/nas-ctm01/datasets/public/ffhq256/01683.png,0.42156538367271423,0.29574450850486755
172,15568,36263,/nas-ctm01/datasets/public/ffhq256/15568.png,/nas-ctm01/datasets/public/ffhq256/36263.png,0.31079375743865967,0.1531028151512146
173,52946,21851,/nas-ctm01/datasets/public/ffhq256/52946.png,/nas-ctm01/datasets/public/ffhq256/21851.png,0.5098661780357361,0.37558868527412415
174,46894,30887,/nas-ctm01/datasets/public/ffhq256/46894.png,/nas-ctm01/datasets/public/ffhq256/30887.png,0.6680057644844055,0.4876256585121155
175,68566,20454,/nas-ctm01/datasets/public/ffhq256/68566.png,/nas-ctm01/datasets/public/ffhq256/20454.png,0.5659658312797546,0.26059988141059875
176,18614,43507,/nas-ctm01/datasets/public/ffhq256/18614.png,/nas-ctm01/datasets/public/ffhq256/43507.png,0.4347396492958069,0.27957868576049805
177,32793,1116,/nas-ctm01/datasets/public/ffhq256/32793.png,/nas-ctm01/datasets/public/ffhq256/01116.png,0.7396637201309204,0.2865997850894928
