cache_index,image_path,filename,stem
42,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/002_08-vs-124_08.png,002_08-vs-124_08.png,002_08-vs-124_08
43,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/002_08-vs-135_08.png,002_08-vs-135_08.png,002_08-vs-135_08
44,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/002_08-vs-136_08.png,002_08-vs-136_08.png,002_08-vs-136_08
45,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/002_08-vs-139_08.png,002_08-vs-139_08.png,002_08-vs-139_08
46,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/002_08-vs-144_08.png,002_08-vs-144_08.png,002_08-vs-144_08
47,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_03-vs-011_03.png,003_03-vs-011_03.png,003_03-vs-011_03
48,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_03-vs-014_03.png,003_03-vs-014_03.png,003_03-vs-014_03
49,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_03-vs-016_03.png,003_03-vs-016_03.png,003_03-vs-016_03
50,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_03-vs-027_03.png,003_03-vs-027_03.png,003_03-vs-027_03
51,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_03-vs-039_03.png,003_03-vs-039_03.png,003_03-vs-039_03
52,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_03-vs-102_03.png,003_03-vs-102_03.png,003_03-vs-102_03
53,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_03-vs-136_03.png,003_03-vs-136_03.png,003_03-vs-136_03
54,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_08-vs-016_08.png,003_08-vs-016_08.png,003_08-vs-016_08
55,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_08-vs-027_08.png,003_08-vs-027_08.png,003_08-vs-027_08
56,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_08-vs-032_08.png,003_08-vs-032_08.png,003_08-vs-032_08
57,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_08-vs-124_08.png,003_08-vs-124_08.png,003_08-vs-124_08
58,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_08-vs-136_08.png,003_08-vs-136_08.png,003_08-vs-136_08
59,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/003_08-vs-144_08.png,003_08-vs-144_08.png,003_08-vs-144_08
60,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/004_03-vs-012_03.png,004_03-vs-012_03.png,004_03-vs-012_03
61,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/004_03-vs-103_03.png,004_03-vs-103_03.png,004_03-vs-103_03
62,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/004_03-vs-105_03.png,004_03-vs-105_03.png,004_03-vs-105_03
63,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/004_03-vs-128_03.png,004_03-vs-128_03.png,004_03-vs-128_03
64,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/004_03-vs-141_03.png,004_03-vs-141_03.png,004_03-vs-141_03
65,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/004_03-vs-142_03.png,004_03-vs-142_03.png,004_03-vs-142_03
66,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/004_03-vs-172_03.png,004_03-vs-172_03.png,004_03-vs-172_03
67,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-008_03.png,005_03-vs-008_03.png,005_03-vs-008_03
68,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-018_03.png,005_03-vs-018_03.png,005_03-vs-018_03
69,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-021_03.png,005_03-vs-021_03.png,005_03-vs-021_03
70,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-033_03.png,005_03-vs-033_03.png,005_03-vs-033_03
71,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-068_03.png,005_03-vs-068_03.png,005_03-vs-068_03
72,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-082_03.png,005_03-vs-082_03.png,005_03-vs-082_03
73,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-104_03.png,005_03-vs-104_03.png,005_03-vs-104_03
74,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_03-vs-115_03.png,005_03-vs-115_03.png,005_03-vs-115_03
75,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_08-vs-021_08.png,005_08-vs-021_08.png,005_08-vs-021_08
76,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_08-vs-022_08.png,005_08-vs-022_08.png,005_08-vs-022_08
77,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_08-vs-033_08.png,005_08-vs-033_08.png,005_08-vs-033_08
78,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_08-vs-067_08.png,005_08-vs-067_08.png,005_08-vs-067_08
79,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_08-vs-068_08.png,005_08-vs-068_08.png,005_08-vs-068_08
80,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_08-vs-115_08.png,005_08-vs-115_08.png,005_08-vs-115_08
81,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/005_08-vs-140_08.png,005_08-vs-140_08.png,005_08-vs-140_08
82,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_03-vs-016_03.png,006_03-vs-016_03.png,006_03-vs-016_03
83,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_03-vs-064_03.png,006_03-vs-064_03.png,006_03-vs-064_03
84,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_03-vs-094_03.png,006_03-vs-094_03.png,006_03-vs-094_03
85,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_03-vs-097_03.png,006_03-vs-097_03.png,006_03-vs-097_03
86,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_03-vs-102_03.png,006_03-vs-102_03.png,006_03-vs-102_03
87,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_08-vs-016_08.png,006_08-vs-016_08.png,006_08-vs-016_08
88,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_08-vs-081_08.png,006_08-vs-081_08.png,006_08-vs-081_08
89,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_08-vs-097_08.png,006_08-vs-097_08.png,006_08-vs-097_08
90,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_08-vs-112_08.png,006_08-vs-112_08.png,006_08-vs-112_08
91,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_08-vs-118_08.png,006_08-vs-118_08.png,006_08-vs-118_08
92,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_08-vs-139_08.png,006_08-vs-139_08.png,006_08-vs-139_08
93,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/006_08-vs-144_08.png,006_08-vs-144_08.png,006_08-vs-144_08
94,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/007_03-vs-039_03.png,007_03-vs-039_03.png,007_03-vs-039_03
95,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/007_03-vs-062_03.png,007_03-vs-062_03.png,007_03-vs-062_03
96,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/007_03-vs-094_03.png,007_03-vs-094_03.png,007_03-vs-094_03
97,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/007_03-vs-107_03.png,007_03-vs-107_03.png,007_03-vs-107_03
98,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/007_03-vs-122_03.png,007_03-vs-122_03.png,007_03-vs-122_03
99,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/007_03-vs-124_03.png,007_03-vs-124_03.png,007_03-vs-124_03
100,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/008_03-vs-063_03.png,008_03-vs-063_03.png,008_03-vs-063_03
101,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/008_03-vs-104_03.png,008_03-vs-104_03.png,008_03-vs-104_03
102,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/008_03-vs-143_03.png,008_03-vs-143_03.png,008_03-vs-143_03
103,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/008_08-vs-042_08.png,008_08-vs-042_08.png,008_08-vs-042_08
104,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/008_08-vs-061_08.png,008_08-vs-061_08.png,008_08-vs-061_08
105,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/008_08-vs-063_08.png,008_08-vs-063_08.png,008_08-vs-063_08
106,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/008_08-vs-096_08.png,008_08-vs-096_08.png,008_08-vs-096_08
107,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-014_03.png,009_03-vs-014_03.png,009_03-vs-014_03
108,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-019_03.png,009_03-vs-019_03.png,009_03-vs-019_03
109,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-027_03.png,009_03-vs-027_03.png,009_03-vs-027_03
110,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-039_03.png,009_03-vs-039_03.png,009_03-vs-039_03
111,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-066_03.png,009_03-vs-066_03.png,009_03-vs-066_03
112,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-083_03.png,009_03-vs-083_03.png,009_03-vs-083_03
113,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-090_03.png,009_03-vs-090_03.png,009_03-vs-090_03
114,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-100_03.png,009_03-vs-100_03.png,009_03-vs-100_03
115,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-107_03.png,009_03-vs-107_03.png,009_03-vs-107_03
116,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-112_03.png,009_03-vs-112_03.png,009_03-vs-112_03
117,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-122_03.png,009_03-vs-122_03.png,009_03-vs-122_03
118,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-129_03.png,009_03-vs-129_03.png,009_03-vs-129_03
119,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-139_03.png,009_03-vs-139_03.png,009_03-vs-139_03
120,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_03-vs-144_03.png,009_03-vs-144_03.png,009_03-vs-144_03
121,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-019_08.png,009_08-vs-019_08.png,009_08-vs-019_08
122,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-083_08.png,009_08-vs-083_08.png,009_08-vs-083_08
123,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-090_08.png,009_08-vs-090_08.png,009_08-vs-090_08
124,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-107_08.png,009_08-vs-107_08.png,009_08-vs-107_08
125,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-112_08.png,009_08-vs-112_08.png,009_08-vs-112_08
126,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-122_08.png,009_08-vs-122_08.png,009_08-vs-122_08
127,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-129_08.png,009_08-vs-129_08.png,009_08-vs-129_08
128,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-135_08.png,009_08-vs-135_08.png,009_08-vs-135_08
129,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/009_08-vs-144_08.png,009_08-vs-144_08.png,009_08-vs-144_08
130,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_03-vs-030_03.png,010_03-vs-030_03.png,010_03-vs-030_03
131,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_03-vs-038_03.png,010_03-vs-038_03.png,010_03-vs-038_03
132,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_03-vs-039_03.png,010_03-vs-039_03.png,010_03-vs-039_03
133,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_03-vs-090_03.png,010_03-vs-090_03.png,010_03-vs-090_03
134,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_03-vs-126_03.png,010_03-vs-126_03.png,010_03-vs-126_03
135,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_08-vs-020_08.png,010_08-vs-020_08.png,010_08-vs-020_08
136,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_08-vs-030_08.png,010_08-vs-030_08.png,010_08-vs-030_08
137,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_08-vs-038_08.png,010_08-vs-038_08.png,010_08-vs-038_08
138,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_08-vs-039_08.png,010_08-vs-039_08.png,010_08-vs-039_08
139,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/010_08-vs-136_08.png,010_08-vs-136_08.png,010_08-vs-136_08
140,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-020_03.png,011_03-vs-020_03.png,011_03-vs-020_03
141,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-032_03.png,011_03-vs-032_03.png,011_03-vs-032_03
142,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-062_03.png,011_03-vs-062_03.png,011_03-vs-062_03
143,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-064_03.png,011_03-vs-064_03.png,011_03-vs-064_03
144,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-097_03.png,011_03-vs-097_03.png,011_03-vs-097_03
145,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-118_03.png,011_03-vs-118_03.png,011_03-vs-118_03
146,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-120_03.png,011_03-vs-120_03.png,011_03-vs-120_03
147,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-124_03.png,011_03-vs-124_03.png,011_03-vs-124_03
148,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_03-vs-135_03.png,011_03-vs-135_03.png,011_03-vs-135_03
149,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_08-vs-020_08.png,011_08-vs-020_08.png,011_08-vs-020_08
150,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_08-vs-032_08.png,011_08-vs-032_08.png,011_08-vs-032_08
151,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_08-vs-062_08.png,011_08-vs-062_08.png,011_08-vs-062_08
152,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/MIPGAN_I/011_08-vs-064_08.png,011_08-vs-064_08.png,011_08-vs-064_08
