partition,Image1,Image2,AvgPixelIntensity_Image1,AvgPixelIntensity_Image2,SwappedForBrightnessOrdering
train,image_02230.jpg,image_07969.jpg,0.3502272069454193,0.33758851885795593,True
train,image_08100.jpg,image_07969.jpg,0.5239776968955994,0.33758851885795593,True
train,image_02187.jpg,image_07969.jpg,0.38451048731803894,0.33758851885795593,True
train,image_07969.jpg,image_02749.jpg,0.33758851885795593,0.14118413627147675,False
train,image_07969.jpg,image_05859.jpg,0.33758851885795593,0.31849512457847595,False
train,image_00922.jpg,image_00340.jpg,0.3263111412525177,0.29630735516548157,True
train,image_02296.jpg,image_00340.jpg,0.45975515246391296,0.29630735516548157,True
train,image_01265.jpg,image_00340.jpg,0.36610516905784607,0.29630735516548157,True
train,image_00551.jpg,image_00340.jpg,0.33549341559410095,0.29630735516548157,True
train,image_00340.jpg,image_06674.jpg,0.29630735516548157,0.15070819854736328,False
train,image_06352.jpg,image_02726.jpg,0.27896198630332947,0.18967509269714355,True
train,image_08061.jpg,image_02726.jpg,0.6269850134849548,0.18967509269714355,True
train,image_03239.jpg,image_02726.jpg,0.3753216564655304,0.18967509269714355,True
train,image_03717.jpg,image_02726.jpg,0.3682485818862915,0.18967509269714355,True
train,image_02297.jpg,image_02726.jpg,0.246407151222229,0.18967509269714355,True
train,image_04423.jpg,image_05248.jpg,0.3626292645931244,0.32810309529304504,False
train,image_05381.jpg,image_04423.jpg,0.5420364141464233,0.3626292645931244,True
train,image_04515.jpg,image_04423.jpg,0.38512948155403137,0.3626292645931244,True
train,image_04423.jpg,image_03725.jpg,0.3626292645931244,0.28164055943489075,False
train,image_07212.jpg,image_04423.jpg,0.5553803443908691,0.3626292645931244,True
train,image_00544.jpg,image_02807.jpg,0.3976271450519562,0.2383863925933838,True
train,image_00878.jpg,image_02807.jpg,0.3170282244682312,0.2383863925933838,True
train,image_07037.jpg,image_02807.jpg,0.4018266499042511,0.2383863925933838,True
train,image_08092.jpg,image_02807.jpg,0.48207879066467285,0.2383863925933838,True
train,image_02461.jpg,image_02807.jpg,0.4563406705856323,0.2383863925933838,True
train,image_05848.jpg,image_00314.jpg,0.45275557041168213,0.17877285182476044,False
train,image_05848.jpg,image_05265.jpg,0.45275557041168213,0.3821006119251251,False
train,image_07310.jpg,image_05848.jpg,0.4958384931087494,0.45275557041168213,True
train,image_05848.jpg,image_03655.jpg,0.45275557041168213,0.2583569288253784,False
train,image_05848.jpg,image_07546.jpg,0.45275557041168213,0.35531044006347656,False
train,image_07245.jpg,image_06998.jpg,0.32333904504776,0.3070923984050751,True
train,image_04886.jpg,image_06998.jpg,0.41255947947502136,0.3070923984050751,True
train,image_07291.jpg,image_06998.jpg,0.41272711753845215,0.3070923984050751,True
train,image_03939.jpg,image_06998.jpg,0.44899794459342957,0.3070923984050751,True
train,image_06998.jpg,image_01749.jpg,0.3070923984050751,0.26592329144477844,False
train,image_01445.jpg,image_02966.jpg,0.32662415504455566,0.28200098872184753,False
train,image_01445.jpg,image_03624.jpg,0.32662415504455566,0.30574044585227966,False
train,image_01445.jpg,image_07076.jpg,0.32662415504455566,0.3149634897708893,False
train,image_01445.jpg,image_05609.jpg,0.32662415504455566,0.2740449011325836,False
train,image_03096.jpg,image_01445.jpg,0.563317596912384,0.32662415504455566,True
train,image_01932.jpg,image_01483.jpg,0.3406575620174408,0.281715452671051,True
train,image_01483.jpg,image_03736.jpg,0.281715452671051,0.07704932987689972,False
train,image_05926.jpg,image_01483.jpg,0.5008863806724548,0.281715452671051,True
train,image_01483.jpg,image_02834.jpg,0.281715452671051,0.22257740795612335,False
train,image_01483.jpg,image_05007.jpg,0.281715452671051,0.22080790996551514,False
train,image_00149.jpg,image_07319.jpg,0.431803822517395,0.42525625228881836,False
train,image_00149.jpg,image_02792.jpg,0.431803822517395,0.16009604930877686,False
train,image_00149.jpg,image_05436.jpg,0.431803822517395,0.2821001708507538,False
train,image_00149.jpg,image_00989.jpg,0.431803822517395,0.26978182792663574,False
train,image_00149.jpg,image_06602.jpg,0.431803822517395,0.3534548282623291,False
train,image_01728.jpg,image_03306.jpg,0.45526325702667236,0.1984739750623703,True
train,image_03499.jpg,image_03306.jpg,0.5408298373222351,0.1984739750623703,True
train,image_04683.jpg,image_03306.jpg,0.4735402762889862,0.1984739750623703,True
train,image_08049.jpg,image_03306.jpg,0.4194425642490387,0.1984739750623703,True
train,image_05697.jpg,image_03306.jpg,0.33145657181739807,0.1984739750623703,True
train,image_04246.jpg,image_01405.jpg,0.5684937238693237,0.2697025239467621,False
train,image_04246.jpg,image_07954.jpg,0.5684937238693237,0.42270806431770325,False
train,image_08104.jpg,image_04246.jpg,0.5947092175483704,0.5684937238693237,True
train,image_04246.jpg,image_04936.jpg,0.5684937238693237,0.5194941163063049,False
train,image_04246.jpg,image_06189.jpg,0.5684937238693237,0.5168812870979309,False
train,image_03999.jpg,image_05845.jpg,0.40380480885505676,0.33690670132637024,True
train,image_05845.jpg,image_01485.jpg,0.33690670132637024,0.3231262266635895,False
train,image_05845.jpg,image_01741.jpg,0.33690670132637024,0.23136408627033234,False
train,image_05845.jpg,image_01220.jpg,0.33690670132637024,0.23918356001377106,False
train,image_05845.jpg,image_06821.jpg,0.33690670132637024,0.11730986833572388,False
train,image_00057.jpg,image_03407.jpg,0.42325496673583984,0.34504637122154236,False
train,image_00057.jpg,image_05445.jpg,0.42325496673583984,0.2857542335987091,False
train,image_04213.jpg,image_00057.jpg,0.48751649260520935,0.42325496673583984,True
train,image_00928.jpg,image_00057.jpg,0.479474812746048,0.42325496673583984,True
train,image_00057.jpg,image_04739.jpg,0.42325496673583984,0.3944108188152313,False
train,image_00152.jpg,image_04249.jpg,0.31367626786231995,0.2663656771183014,False
train,image_03391.jpg,image_00152.jpg,0.4540092647075653,0.31367626786231995,True
train,image_00152.jpg,image_05197.jpg,0.31367626786231995,0.30898669362068176,False
train,image_07138.jpg,image_00152.jpg,0.4016072750091553,0.31367626786231995,True
train,image_01546.jpg,image_00152.jpg,0.3749004900455475,0.31367626786231995,True
train,image_04435.jpg,image_04743.jpg,0.3846952021121979,0.38083136081695557,False
train,image_04435.jpg,image_06954.jpg,0.3846952021121979,0.3081907331943512,False
train,image_04435.jpg,image_02062.jpg,0.3846952021121979,0.2899921238422394,False
train,image_04435.jpg,image_05143.jpg,0.3846952021121979,0.2830516993999481,False
train,image_00391.jpg,image_04435.jpg,0.40320661664009094,0.3846952021121979,True
train,image_01377.jpg,image_07412.jpg,0.4556605815887451,0.3800790309906006,False
train,image_05904.jpg,image_01377.jpg,0.48425889015197754,0.4556605815887451,True
train,image_01377.jpg,image_07284.jpg,0.4556605815887451,0.35500454902648926,False
train,image_01377.jpg,image_07491.jpg,0.4556605815887451,0.40476560592651367,False
train,image_01377.jpg,image_00817.jpg,0.4556605815887451,0.23697151243686676,False
train,image_07590.jpg,image_04534.jpg,0.3987143337726593,0.2550664246082306,False
train,image_07590.jpg,image_04510.jpg,0.3987143337726593,0.2687453329563141,False
train,image_07590.jpg,image_04316.jpg,0.3987143337726593,0.2703976631164551,False
train,image_07590.jpg,image_02933.jpg,0.3987143337726593,0.17668676376342773,False
train,image_07590.jpg,image_06918.jpg,0.3987143337726593,0.33541974425315857,False
train,image_06994.jpg,image_05995.jpg,0.4211520850658417,0.29669418931007385,False
train,image_05690.jpg,image_06994.jpg,0.5723006129264832,0.4211520850658417,True
train,image_06994.jpg,image_04960.jpg,0.4211520850658417,0.30175265669822693,False
train,image_06994.jpg,image_05110.jpg,0.4211520850658417,0.23375923931598663,False
train,image_06994.jpg,image_01233.jpg,0.4211520850658417,0.3879353702068329,False
train,image_07487.jpg,image_02624.jpg,0.5347661375999451,0.5039750337600708,False
train,image_07487.jpg,image_03020.jpg,0.5347661375999451,0.38744306564331055,False
train,image_07487.jpg,image_07119.jpg,0.5347661375999451,0.4965039789676666,False
train,image_07487.jpg,image_04466.jpg,0.5347661375999451,0.32068678736686707,False
train,image_07487.jpg,image_07407.jpg,0.5347661375999451,0.43145740032196045,False
train,image_07048.jpg,image_03927.jpg,0.5773875713348389,0.39633095264434814,True
train,image_04416.jpg,image_03927.jpg,0.5153356194496155,0.39633095264434814,True
train,image_05499.jpg,image_03927.jpg,0.5145654082298279,0.39633095264434814,True
train,image_03927.jpg,image_01443.jpg,0.39633095264434814,0.32354629039764404,False
train,image_04289.jpg,image_03927.jpg,0.39943721890449524,0.39633095264434814,True
train,image_05134.jpg,image_01879.jpg,0.31639301776885986,0.30836552381515503,True
train,image_06571.jpg,image_01879.jpg,0.45748719573020935,0.30836552381515503,True
train,image_01970.jpg,image_01879.jpg,0.33292606472969055,0.30836552381515503,True
train,image_01960.jpg,image_01879.jpg,0.3844694197177887,0.30836552381515503,True
train,image_02428.jpg,image_01879.jpg,0.33425846695899963,0.30836552381515503,True
train,image_05866.jpg,image_05349.jpg,0.34336617588996887,0.31144651770591736,True
train,image_00930.jpg,image_05349.jpg,0.4789135456085205,0.31144651770591736,True
train,image_02472.jpg,image_05349.jpg,0.3451460599899292,0.31144651770591736,True
train,image_05349.jpg,image_02855.jpg,0.31144651770591736,0.1529092639684677,False
train,image_05349.jpg,image_01021.jpg,0.31144651770591736,0.2997446060180664,False
train,image_06255.jpg,image_01809.jpg,0.4127523601055145,0.3254465162754059,True
train,image_01809.jpg,image_01450.jpg,0.3254465162754059,0.2772393524646759,False
train,image_03115.jpg,image_01809.jpg,0.45394670963287354,0.3254465162754059,True
train,image_00631.jpg,image_01809.jpg,0.3541968762874603,0.3254465162754059,True
train,image_04513.jpg,image_01809.jpg,0.5258015990257263,0.3254465162754059,True
train,image_04650.jpg,image_01725.jpg,0.29070547223091125,0.15881134569644928,True
train,image_04423.jpg,image_01725.jpg,0.3626292645931244,0.15881134569644928,True
train,image_07481.jpg,image_01725.jpg,0.44667044281959534,0.15881134569644928,True
train,image_08027.jpg,image_01725.jpg,0.28374922275543213,0.15881134569644928,True
train,image_06364.jpg,image_01725.jpg,0.2318744659423828,0.15881134569644928,True
train,image_07854.jpg,image_06187.jpg,0.4572005271911621,0.2670125663280487,False
train,image_05525.jpg,image_07854.jpg,0.5279947519302368,0.4572005271911621,True
train,image_07854.jpg,image_07228.jpg,0.4572005271911621,0.35257768630981445,False
train,image_07854.jpg,image_04732.jpg,0.4572005271911621,0.4180396497249603,False
train,image_07854.jpg,image_00124.jpg,0.4572005271911621,0.3585355281829834,False
train,image_01060.jpg,image_03225.jpg,0.34390226006507874,0.2985510230064392,True
train,image_03225.jpg,image_04920.jpg,0.2985510230064392,0.18574607372283936,False
train,image_03075.jpg,image_03225.jpg,0.3139455020427704,0.2985510230064392,True
train,image_00155.jpg,image_03225.jpg,0.3630824387073517,0.2985510230064392,True
train,image_03225.jpg,image_01218.jpg,0.2985510230064392,0.2065267562866211,False
train,image_03685.jpg,image_07963.jpg,0.5623077154159546,0.4433159828186035,True
train,image_07705.jpg,image_07963.jpg,0.5073303580284119,0.4433159828186035,True
train,image_07963.jpg,image_03168.jpg,0.4433159828186035,0.3944225609302521,False
train,image_07963.jpg,image_00889.jpg,0.4433159828186035,0.34018468856811523,False
train,image_07963.jpg,image_08185.jpg,0.4433159828186035,0.43124186992645264,False
train,image_05549.jpg,image_07593.jpg,0.4549229145050049,0.2278667688369751,True
train,image_07552.jpg,image_07593.jpg,0.4284733533859253,0.2278667688369751,True
train,image_05649.jpg,image_07593.jpg,0.5180733799934387,0.2278667688369751,True
train,image_06976.jpg,image_07593.jpg,0.37623682618141174,0.2278667688369751,True
train,image_00083.jpg,image_07593.jpg,0.44240331649780273,0.2278667688369751,True
train,image_08054.jpg,image_03079.jpg,0.6122742295265198,0.3676762282848358,True
train,image_03079.jpg,image_05179.jpg,0.3676762282848358,0.3487219512462616,False
train,image_02332.jpg,image_03079.jpg,0.37445947527885437,0.3676762282848358,True
train,image_03079.jpg,image_03612.jpg,0.3676762282848358,0.2879795432090759,False
train,image_00737.jpg,image_03079.jpg,0.42729124426841736,0.3676762282848358,True
train,image_03890.jpg,image_00320.jpg,0.44994020462036133,0.3205496668815613,False
train,image_03890.jpg,image_06839.jpg,0.44994020462036133,0.14678211510181427,False
train,image_03890.jpg,image_02606.jpg,0.44994020462036133,0.3411703407764435,False
train,image_03890.jpg,image_02922.jpg,0.44994020462036133,0.1975606232881546,False
train,image_03890.jpg,image_05730.jpg,0.44994020462036133,0.3268413841724396,False
train,image_03196.jpg,image_01200.jpg,0.2751656472682953,0.17647363245487213,False
train,image_02487.jpg,image_03196.jpg,0.3943875730037689,0.2751656472682953,True
train,image_03196.jpg,image_02922.jpg,0.2751656472682953,0.1975606232881546,False
train,image_03196.jpg,image_02584.jpg,0.2751656472682953,0.2530522346496582,False
train,image_07752.jpg,image_03196.jpg,0.4098809063434601,0.2751656472682953,True
train,image_04347.jpg,image_02827.jpg,0.5421969890594482,0.23420464992523193,True
train,image_06983.jpg,image_02827.jpg,0.4112931787967682,0.23420464992523193,True
train,image_00237.jpg,image_02827.jpg,0.4006429612636566,0.23420464992523193,True
train,image_04276.jpg,image_02827.jpg,0.36941978335380554,0.23420464992523193,True
train,image_01138.jpg,image_02827.jpg,0.39860689640045166,0.23420464992523193,True
train,image_06189.jpg,image_00301.jpg,0.5168812870979309,0.46806713938713074,False
train,image_06093.jpg,image_06189.jpg,0.5239262580871582,0.5168812870979309,True
train,image_06189.jpg,image_05351.jpg,0.5168812870979309,0.29167959094047546,False
train,image_06189.jpg,image_00831.jpg,0.5168812870979309,0.3797055184841156,False
train,image_06189.jpg,image_07913.jpg,0.5168812870979309,0.28114381432533264,False
train,image_04793.jpg,image_03932.jpg,0.46877363324165344,0.42914530634880066,True
train,image_03932.jpg,image_03282.jpg,0.42914530634880066,0.3278321325778961,False
train,image_03932.jpg,image_08133.jpg,0.42914530634880066,0.29606059193611145,False
train,image_03932.jpg,image_05187.jpg,0.42914530634880066,0.35458049178123474,False
train,image_03932.jpg,image_05692.jpg,0.42914530634880066,0.23237073421478271,False
train,image_03832.jpg,image_06111.jpg,0.35700055956840515,0.30044838786125183,False
train,image_04851.jpg,image_03832.jpg,0.4613375663757324,0.35700055956840515,True
train,image_03832.jpg,image_04473.jpg,0.35700055956840515,0.33925795555114746,False
train,image_03832.jpg,image_00760.jpg,0.35700055956840515,0.27060672640800476,False
train,image_03832.jpg,image_05307.jpg,0.35700055956840515,0.3280735909938812,False
train,image_07938.jpg,image_07860.jpg,0.30946552753448486,0.18411658704280853,False
train,image_07284.jpg,image_07938.jpg,0.35500454902648926,0.30946552753448486,True
train,image_07938.jpg,image_02012.jpg,0.30946552753448486,0.2830250561237335,False
train,image_07597.jpg,image_07938.jpg,0.34854087233543396,0.30946552753448486,True
train,image_07938.jpg,image_07690.jpg,0.30946552753448486,0.2839706540107727,False
train,image_06436.jpg,image_08052.jpg,0.5542404651641846,0.42225182056427,False
train,image_06436.jpg,image_08006.jpg,0.5542404651641846,0.4126702547073364,False
train,image_06436.jpg,image_00529.jpg,0.5542404651641846,0.30584847927093506,False
train,image_06436.jpg,image_06507.jpg,0.5542404651641846,0.5434190630912781,False
train,image_06436.jpg,image_01944.jpg,0.5542404651641846,0.40796414017677307,False
train,image_02873.jpg,image_05889.jpg,0.47983428835868835,0.4081845283508301,True
train,image_05889.jpg,image_02599.jpg,0.4081845283508301,0.2745912969112396,False
train,image_04754.jpg,image_05889.jpg,0.4351198375225067,0.4081845283508301,True
train,image_07572.jpg,image_05889.jpg,0.40961480140686035,0.4081845283508301,True
train,image_06115.jpg,image_05889.jpg,0.49441733956336975,0.4081845283508301,True
train,image_01604.jpg,image_08153.jpg,0.4510841369628906,0.436605840921402,True
train,image_08153.jpg,image_02062.jpg,0.436605840921402,0.2899921238422394,False
train,image_08153.jpg,image_06491.jpg,0.436605840921402,0.3373298645019531,False
train,image_08153.jpg,image_00473.jpg,0.436605840921402,0.39029785990715027,False
train,image_08153.jpg,image_05913.jpg,0.436605840921402,0.31404706835746765,False
train,image_00592.jpg,image_06174.jpg,0.46548470854759216,0.2645585536956787,False
train,image_00592.jpg,image_00916.jpg,0.46548470854759216,0.33761122822761536,False
train,image_00592.jpg,image_06807.jpg,0.46548470854759216,0.3083561956882477,False
train,image_00592.jpg,image_03281.jpg,0.46548470854759216,0.3229120969772339,False
train,image_07722.jpg,image_00592.jpg,0.4888940155506134,0.46548470854759216,True
train,image_06697.jpg,image_07181.jpg,0.4698486328125,0.28294387459754944,True
train,image_00480.jpg,image_07181.jpg,0.3143649101257324,0.28294387459754944,True
train,image_04612.jpg,image_07181.jpg,0.4821415841579437,0.28294387459754944,True
train,image_06320.jpg,image_07181.jpg,0.4776057302951813,0.28294387459754944,True
train,image_03751.jpg,image_07181.jpg,0.35276874899864197,0.28294387459754944,True
train,image_05901.jpg,image_01378.jpg,0.3865457773208618,0.274066299200058,False
train,image_02256.jpg,image_05901.jpg,0.4471116065979004,0.3865457773208618,True
train,image_05901.jpg,image_00886.jpg,0.3865457773208618,0.2426488995552063,False
train,image_05901.jpg,image_01439.jpg,0.3865457773208618,0.37581178545951843,False
train,image_05901.jpg,image_00817.jpg,0.3865457773208618,0.23697151243686676,False
train,image_06643.jpg,image_01072.jpg,0.38108062744140625,0.30121392011642456,False
train,image_06643.jpg,image_04221.jpg,0.38108062744140625,0.29203328490257263,False
train,image_06643.jpg,image_05213.jpg,0.38108062744140625,0.30296748876571655,False
train,image_06643.jpg,image_07689.jpg,0.38108062744140625,0.32242968678474426,False
train,image_02381.jpg,image_06643.jpg,0.4931832551956177,0.38108062744140625,True
train,image_04776.jpg,image_00860.jpg,0.42100760340690613,0.3421591520309448,True
train,image_00860.jpg,image_00432.jpg,0.3421591520309448,0.27176371216773987,False
train,image_07064.jpg,image_00860.jpg,0.35200417041778564,0.3421591520309448,True
train,image_04999.jpg,image_00860.jpg,0.40020790696144104,0.3421591520309448,True
train,image_00860.jpg,image_02224.jpg,0.3421591520309448,0.32968762516975403,False
train,image_05753.jpg,image_00957.jpg,0.4563751220703125,0.3212907612323761,False
train,image_05753.jpg,image_06734.jpg,0.4563751220703125,0.4053312838077545,False
train,image_01564.jpg,image_05753.jpg,0.48897746205329895,0.4563751220703125,True
train,image_05753.jpg,image_00799.jpg,0.4563751220703125,0.3799619674682617,False
train,image_04452.jpg,image_05753.jpg,0.48138704895973206,0.4563751220703125,True
train,image_04670.jpg,image_06370.jpg,0.3036211431026459,0.2392738312482834,True
train,image_00187.jpg,image_06370.jpg,0.4497869908809662,0.2392738312482834,True
train,image_05957.jpg,image_06370.jpg,0.3139141798019409,0.2392738312482834,True
train,image_01906.jpg,image_06370.jpg,0.2722482979297638,0.2392738312482834,True
train,image_06227.jpg,image_06370.jpg,0.3353516757488251,0.2392738312482834,True
train,image_06747.jpg,image_06146.jpg,0.36489155888557434,0.28501012921333313,False
train,image_06747.jpg,image_08027.jpg,0.36489155888557434,0.28374922275543213,False
train,image_07738.jpg,image_06747.jpg,0.4154483377933502,0.36489155888557434,True
train,image_06747.jpg,image_05018.jpg,0.36489155888557434,0.2542220652103424,False
train,image_03520.jpg,image_06747.jpg,0.45578137040138245,0.36489155888557434,True
train,image_00333.jpg,image_05551.jpg,0.43295443058013916,0.32373499870300293,False
train,image_00333.jpg,image_04055.jpg,0.43295443058013916,0.28806716203689575,False
train,image_00863.jpg,image_00333.jpg,0.46357426047325134,0.43295443058013916,True
train,image_00333.jpg,image_01238.jpg,0.43295443058013916,0.38597968220710754,False
train,image_00333.jpg,image_00719.jpg,0.43295443058013916,0.2890515625476837,False
train,image_03461.jpg,image_01088.jpg,0.3880414664745331,0.284736305475235,False
train,image_03461.jpg,image_05679.jpg,0.3880414664745331,0.23301081359386444,False
train,image_03461.jpg,image_04350.jpg,0.3880414664745331,0.2232169508934021,False
train,image_03461.jpg,image_02089.jpg,0.3880414664745331,0.2819705307483673,False
train,image_03461.jpg,image_06860.jpg,0.3880414664745331,0.2674312889575958,False
train,image_04007.jpg,image_07030.jpg,0.47393062710762024,0.2670395076274872,True
train,image_07187.jpg,image_07030.jpg,0.39711353182792664,0.2670395076274872,True
train,image_03611.jpg,image_07030.jpg,0.3720874786376953,0.2670395076274872,True
train,image_04876.jpg,image_07030.jpg,0.506135106086731,0.2670395076274872,True
train,image_01764.jpg,image_07030.jpg,0.28159400820732117,0.2670395076274872,True
train,image_08168.jpg,image_03378.jpg,0.47330859303474426,0.3220677673816681,False
train,image_08168.jpg,image_07613.jpg,0.47330859303474426,0.3033613860607147,False
train,image_08168.jpg,image_03470.jpg,0.47330859303474426,0.3459874391555786,False
train,image_08168.jpg,image_05227.jpg,0.47330859303474426,0.4551398754119873,False
train,image_08168.jpg,image_02089.jpg,0.47330859303474426,0.2819705307483673,False
train,image_03423.jpg,image_05859.jpg,0.5301899313926697,0.31849512457847595,False
train,image_03423.jpg,image_01749.jpg,0.5301899313926697,0.26592329144477844,False
train,image_03423.jpg,image_03750.jpg,0.5301899313926697,0.30711379647254944,False
train,image_03423.jpg,image_00975.jpg,0.5301899313926697,0.313505619764328,False
train,image_03423.jpg,image_05416.jpg,0.5301899313926697,0.27449241280555725,False
train,image_03390.jpg,image_04762.jpg,0.5085978507995605,0.4510120451450348,True
train,image_04762.jpg,image_03327.jpg,0.4510120451450348,0.31396910548210144,False
train,image_04762.jpg,image_08163.jpg,0.4510120451450348,0.3719647228717804,False
train,image_04342.jpg,image_04762.jpg,0.47527965903282166,0.4510120451450348,True
train,image_04762.jpg,image_03681.jpg,0.4510120451450348,0.3307681381702423,False
train,image_03345.jpg,image_04096.jpg,0.3009839951992035,0.24088764190673828,True
train,image_07395.jpg,image_04096.jpg,0.2675325870513916,0.24088764190673828,True
train,image_04295.jpg,image_04096.jpg,0.2988104522228241,0.24088764190673828,True
train,image_02554.jpg,image_04096.jpg,0.35520443320274353,0.24088764190673828,True
train,image_04096.jpg,image_00491.jpg,0.24088764190673828,0.16664980351924896,False
train,image_04151.jpg,image_02234.jpg,0.5103482007980347,0.19830815494060516,True
train,image_08138.jpg,image_02234.jpg,0.38429367542266846,0.19830815494060516,True
train,image_07115.jpg,image_02234.jpg,0.2656416594982147,0.19830815494060516,True
train,image_03039.jpg,image_02234.jpg,0.4478381872177124,0.19830815494060516,True
train,image_08087.jpg,image_02234.jpg,0.36666855216026306,0.19830815494060516,True
train,image_04155.jpg,image_06564.jpg,0.5482142567634583,0.4127483367919922,True
train,image_06564.jpg,image_04130.jpg,0.4127483367919922,0.3668593466281891,False
train,image_06564.jpg,image_07189.jpg,0.4127483367919922,0.35326555371284485,False
train,image_02534.jpg,image_06564.jpg,0.6180134415626526,0.4127483367919922,True
train,image_06564.jpg,image_06009.jpg,0.4127483367919922,0.41164255142211914,False
train,image_07259.jpg,image_00787.jpg,0.3424282968044281,0.2777124047279358,True
train,image_04956.jpg,image_00787.jpg,0.2912927269935608,0.2777124047279358,True
train,image_04580.jpg,image_00787.jpg,0.449542373418808,0.2777124047279358,True
train,image_00787.jpg,image_06797.jpg,0.2777124047279358,0.1719030886888504,False
train,image_01252.jpg,image_00787.jpg,0.29806914925575256,0.2777124047279358,True
train,image_07198.jpg,image_08120.jpg,0.2548288106918335,0.228402778506279,False
train,image_07198.jpg,image_01337.jpg,0.2548288106918335,0.20382444560527802,False
train,image_00949.jpg,image_07198.jpg,0.29699745774269104,0.2548288106918335,True
train,image_00727.jpg,image_07198.jpg,0.32449010014533997,0.2548288106918335,True
train,image_02038.jpg,image_07198.jpg,0.47438764572143555,0.2548288106918335,True
train,image_07498.jpg,image_02375.jpg,0.46676167845726013,0.30648550391197205,True
train,image_07288.jpg,image_02375.jpg,0.3314349353313446,0.30648550391197205,True
train,image_04935.jpg,image_02375.jpg,0.4138864576816559,0.30648550391197205,True
train,image_05914.jpg,image_02375.jpg,0.43663036823272705,0.30648550391197205,True
train,image_02375.jpg,image_06671.jpg,0.30648550391197205,0.24200427532196045,False
train,image_04700.jpg,image_03881.jpg,0.4817522466182709,0.4096773862838745,False
train,image_04700.jpg,image_03710.jpg,0.4817522466182709,0.47428765892982483,False
train,image_04700.jpg,image_05068.jpg,0.4817522466182709,0.21857024729251862,False
train,image_04700.jpg,image_00166.jpg,0.4817522466182709,0.31401327252388,False
train,image_04700.jpg,image_00582.jpg,0.4817522466182709,0.3725339472293854,False
train,image_06758.jpg,image_00234.jpg,0.41865384578704834,0.4091600477695465,True
train,image_00234.jpg,image_00126.jpg,0.4091600477695465,0.3431190252304077,False
