partition,Image1,Image2,LPIPS_Image1_to_average,LPIPS_Image2_to_average,SwappedForLPIPSOrdering
train,image_01989.jpg,image_03495.jpg,0.3173878490924835,0.4156223237514496,True
train,image_03181.jpg,image_03495.jpg,0.3278737962245941,0.3793342709541321,True
train,image_03495.jpg,image_06385.jpg,0.32608097791671753,0.5149919986724854,False
train,image_00528.jpg,image_01444.jpg,0.3272325396537781,0.3707500100135803,True
train,image_03030.jpg,image_01444.jpg,0.288463294506073,0.4269733726978302,True
train,image_00716.jpg,image_01444.jpg,0.29046791791915894,0.4371733069419861,True
train,image_07372.jpg,image_01444.jpg,0.24519431591033936,0.44968774914741516,True
train,image_03874.jpg,image_01444.jpg,0.25566476583480835,0.44610390067100525,True
train,image_02230.jpg,image_07969.jpg,0.30371201038360596,0.4003707766532898,True
train,image_07969.jpg,image_08100.jpg,0.20693162083625793,0.583953857421875,False
train,image_07969.jpg,image_02187.jpg,0.23187421262264252,0.4505775272846222,False
train,image_07969.jpg,image_02749.jpg,0.30860328674316406,0.3945644199848175,False
train,image_07969.jpg,image_05859.jpg,0.3649892210960388,0.37280115485191345,False
train,image_00340.jpg,image_00922.jpg,0.2973989248275757,0.3460880517959595,False
train,image_02296.jpg,image_00340.jpg,0.3160091042518616,0.3593651354312897,True
train,image_01265.jpg,image_00340.jpg,0.3294650912284851,0.4534790515899658,True
train,image_00551.jpg,image_00340.jpg,0.3225584626197815,0.43758153915405273,True
train,image_00340.jpg,image_06674.jpg,0.2774308919906616,0.3719025254249573,False
train,image_02726.jpg,image_06352.jpg,0.3303196430206299,0.35815733671188354,False
train,image_08061.jpg,image_02726.jpg,0.40717655420303345,0.49862194061279297,True
train,image_02726.jpg,image_03239.jpg,0.3488297462463379,0.4334826171398163,False
train,image_02726.jpg,image_03717.jpg,0.3014759123325348,0.4031507670879364,False
train,image_02726.jpg,image_02297.jpg,0.2720763087272644,0.2721518576145172,False
train,image_05248.jpg,image_04423.jpg,0.30597200989723206,0.4723173975944519,True
train,image_04423.jpg,image_05381.jpg,0.34777766466140747,0.3958621323108673,False
train,image_04515.jpg,image_04423.jpg,0.28384461998939514,0.38040828704833984,True
train,image_04423.jpg,image_03725.jpg,0.32940277457237244,0.36744701862335205,False
train,image_04423.jpg,image_07212.jpg,0.30345505475997925,0.4521777033805847,False
train,image_00544.jpg,image_02807.jpg,0.29674869775772095,0.39468222856521606,True
train,image_02807.jpg,image_00878.jpg,0.347663015127182,0.4519323706626892,False
train,image_02807.jpg,image_07037.jpg,0.32131242752075195,0.40229564905166626,False
train,image_08092.jpg,image_02807.jpg,0.40394943952560425,0.4549950063228607,True
train,image_02461.jpg,image_02807.jpg,0.31825369596481323,0.3882332146167755,True
train,image_05848.jpg,image_00314.jpg,0.27569779753685,0.4273398518562317,False
train,image_05265.jpg,image_05848.jpg,0.2777746021747589,0.42588329315185547,True
train,image_07310.jpg,image_05848.jpg,0.292965292930603,0.48375779390335083,True
train,image_05848.jpg,image_03655.jpg,0.295085608959198,0.3970544636249542,False
train,image_07546.jpg,image_05848.jpg,0.34471777081489563,0.4223085343837738,True
train,image_06998.jpg,image_07245.jpg,0.17082525789737701,0.4297720789909363,False
train,image_04886.jpg,image_06998.jpg,0.3113079071044922,0.4500105381011963,True
train,image_06998.jpg,image_07291.jpg,0.2567306458950043,0.45317262411117554,False
train,image_06998.jpg,image_03939.jpg,0.3268008232116699,0.3570413589477539,False
train,image_06998.jpg,image_01749.jpg,0.22802957892417908,0.4367120862007141,False
train,image_02966.jpg,image_01445.jpg,0.3036804497241974,0.36496296525001526,True
train,image_03624.jpg,image_01445.jpg,0.2832365930080414,0.43173396587371826,True
train,image_07076.jpg,image_01445.jpg,0.2101803719997406,0.43820229172706604,True
train,image_05609.jpg,image_01445.jpg,0.3024391531944275,0.3804081976413727,True
train,image_03096.jpg,image_01445.jpg,0.3399721086025238,0.512753963470459,True
train,image_01483.jpg,image_01932.jpg,0.2510855197906494,0.4599689543247223,False
train,image_01483.jpg,image_03736.jpg,0.2412048727273941,0.5121955275535583,False
train,image_01483.jpg,image_05926.jpg,0.29840517044067383,0.4870423674583435,False
train,image_01483.jpg,image_02834.jpg,0.32571160793304443,0.3715744912624359,False
train,image_01483.jpg,image_05007.jpg,0.35325872898101807,0.4545190930366516,False
train,image_07319.jpg,image_00149.jpg,0.3606252372264862,0.37654978036880493,True
train,image_00149.jpg,image_02792.jpg,0.3072372078895569,0.40595799684524536,False
train,image_05436.jpg,image_00149.jpg,0.31103208661079407,0.3473971486091614,True
train,image_00149.jpg,image_00989.jpg,0.33592522144317627,0.3462999165058136,False
train,image_00149.jpg,image_06602.jpg,0.24384841322898865,0.43417346477508545,False
train,image_01728.jpg,image_03306.jpg,0.3275299072265625,0.328706830739975,True
train,image_03306.jpg,image_03499.jpg,0.35638245940208435,0.4270940124988556,False
train,image_03306.jpg,image_04683.jpg,0.27884307503700256,0.5227943658828735,False
train,image_03306.jpg,image_08049.jpg,0.37737950682640076,0.4006204605102539,False
train,image_03306.jpg,image_05697.jpg,0.3049488067626953,0.40434369444847107,False
train,image_04246.jpg,image_01405.jpg,0.3698524236679077,0.47699567675590515,False
train,image_04246.jpg,image_07954.jpg,0.3550032377243042,0.4613097906112671,False
train,image_04246.jpg,image_08104.jpg,0.3001335859298706,0.5052639245986938,False
train,image_04936.jpg,image_04246.jpg,0.40920108556747437,0.5510456562042236,True
train,image_06189.jpg,image_04246.jpg,0.35604456067085266,0.3609069883823395,True
train,image_03999.jpg,image_05845.jpg,0.2919198274612427,0.43039676547050476,True
train,image_05845.jpg,image_01485.jpg,0.24361827969551086,0.4081912338733673,False
train,image_01741.jpg,image_05845.jpg,0.3704671263694763,0.37984612584114075,True
train,image_05845.jpg,image_01220.jpg,0.2519055902957916,0.4959382712841034,False
train,image_05845.jpg,image_06821.jpg,0.3292565643787384,0.3980695903301239,False
train,image_00057.jpg,image_03407.jpg,0.3145655393600464,0.4428696632385254,False
train,image_00057.jpg,image_05445.jpg,0.27180588245391846,0.33999431133270264,False
train,image_00057.jpg,image_04213.jpg,0.3112231492996216,0.4057939350605011,False
train,image_00057.jpg,image_00928.jpg,0.315540611743927,0.3739355802536011,False
train,image_00057.jpg,image_04739.jpg,0.31896236538887024,0.33467110991477966,False
train,image_00152.jpg,image_04249.jpg,0.23574312031269073,0.48833873867988586,False
train,image_00152.jpg,image_03391.jpg,0.26399093866348267,0.4758912920951843,False
train,image_00152.jpg,image_05197.jpg,0.30580952763557434,0.4353305697441101,False
train,image_00152.jpg,image_07138.jpg,0.2299373298883438,0.468173086643219,False
train,image_00152.jpg,image_01546.jpg,0.3725392818450928,0.4441319406032562,False
train,image_04435.jpg,image_04743.jpg,0.3360954523086548,0.3932608962059021,False
train,image_06954.jpg,image_04435.jpg,0.3435075283050537,0.38011765480041504,True
train,image_02062.jpg,image_04435.jpg,0.29119330644607544,0.4825592041015625,True
train,image_04435.jpg,image_05143.jpg,0.34844720363616943,0.40744227170944214,False
train,image_00391.jpg,image_04435.jpg,0.38951727747917175,0.47143247723579407,True
train,image_01377.jpg,image_07412.jpg,0.38667362928390503,0.4003410339355469,False
train,image_01377.jpg,image_05904.jpg,0.4500778019428253,0.454009473323822,False
train,image_01377.jpg,image_07284.jpg,0.38430437445640564,0.41863197088241577,False
train,image_01377.jpg,image_07491.jpg,0.30365511775016785,0.4271649718284607,False
train,image_01377.jpg,image_00817.jpg,0.3588166832923889,0.4491111636161804,False
train,image_04534.jpg,image_07590.jpg,0.2876492142677307,0.39260241389274597,True
train,image_04510.jpg,image_07590.jpg,0.3386329412460327,0.47358810901641846,True
train,image_07590.jpg,image_04316.jpg,0.3464237153530121,0.3540756404399872,False
train,image_07590.jpg,image_02933.jpg,0.27716055512428284,0.41904157400131226,False
train,image_07590.jpg,image_06918.jpg,0.34635546803474426,0.39092695713043213,False
train,image_06994.jpg,image_05995.jpg,0.21292568743228912,0.5994322896003723,False
train,image_06994.jpg,image_05690.jpg,0.265352338552475,0.6076802015304565,False
train,image_06994.jpg,image_04960.jpg,0.2487269639968872,0.454021692276001,False
train,image_06994.jpg,image_05110.jpg,0.17363566160202026,0.6665005087852478,False
train,image_06994.jpg,image_01233.jpg,0.20312249660491943,0.5499444603919983,False
train,image_02624.jpg,image_07487.jpg,0.3793313503265381,0.42054396867752075,True
train,image_03020.jpg,image_07487.jpg,0.3530017137527466,0.4608105421066284,True
train,image_07119.jpg,image_07487.jpg,0.2877105176448822,0.4045213758945465,True
train,image_04466.jpg,image_07487.jpg,0.4095452129840851,0.42959967255592346,True
train,image_07407.jpg,image_07487.jpg,0.367328405380249,0.46167048811912537,True
train,image_03927.jpg,image_07048.jpg,0.23984116315841675,0.4799286425113678,False
train,image_03927.jpg,image_04416.jpg,0.3338167071342468,0.4865770637989044,False
train,image_03927.jpg,image_05499.jpg,0.32756462693214417,0.4134804606437683,False
train,image_03927.jpg,image_01443.jpg,0.20983761548995972,0.4877973794937134,False
train,image_03927.jpg,image_04289.jpg,0.32543835043907166,0.3761286437511444,False
train,image_01879.jpg,image_05134.jpg,0.23768587410449982,0.4549456536769867,False
train,image_06571.jpg,image_01879.jpg,0.2204311490058899,0.49853312969207764,True
train,image_01970.jpg,image_01879.jpg,0.20156168937683105,0.43891337513923645,True
train,image_01960.jpg,image_01879.jpg,0.27228665351867676,0.4267093539237976,True
train,image_02428.jpg,image_01879.jpg,0.30854174494743347,0.4710095226764679,True
train,image_05866.jpg,image_05349.jpg,0.261635422706604,0.47176593542099,True
train,image_00930.jpg,image_05349.jpg,0.28491851687431335,0.44453105330467224,True
train,image_02472.jpg,image_05349.jpg,0.30380678176879883,0.4332575798034668,True
train,image_05349.jpg,image_02855.jpg,0.3432652950286865,0.3962560296058655,False
train,image_01021.jpg,image_05349.jpg,0.33536213636398315,0.4125419855117798,True
train,image_06255.jpg,image_01809.jpg,0.30184507369995117,0.39042404294013977,True
train,image_01450.jpg,image_01809.jpg,0.32011598348617554,0.3685424327850342,True
train,image_03115.jpg,image_01809.jpg,0.30631887912750244,0.4596366584300995,True
train,image_00631.jpg,image_01809.jpg,0.19938141107559204,0.38610273599624634,True
train,image_04513.jpg,image_01809.jpg,0.19775840640068054,0.49051523208618164,True
train,image_04650.jpg,image_01725.jpg,0.37130945920944214,0.4488146901130676,True
train,image_04423.jpg,image_01725.jpg,0.27859562635421753,0.4292243421077728,True
train,image_07481.jpg,image_01725.jpg,0.2864551544189453,0.46126753091812134,True
train,image_08027.jpg,image_01725.jpg,0.2826681435108185,0.3685055077075958,True
train,image_06364.jpg,image_01725.jpg,0.35379934310913086,0.42490673065185547,True
train,image_06187.jpg,image_07854.jpg,0.3298109769821167,0.4183412194252014,True
train,image_07854.jpg,image_05525.jpg,0.3395475447177887,0.42035409808158875,False
train,image_07228.jpg,image_07854.jpg,0.3810080587863922,0.381976842880249,True
train,image_04732.jpg,image_07854.jpg,0.33430027961730957,0.34884047508239746,True
train,image_00124.jpg,image_07854.jpg,0.3315350413322449,0.3892572522163391,True
train,image_01060.jpg,image_03225.jpg,0.21173647046089172,0.3972002863883972,True
train,image_03225.jpg,image_04920.jpg,0.28727641701698303,0.5176993608474731,False
train,image_03075.jpg,image_03225.jpg,0.24439933896064758,0.3306600749492645,True
train,image_00155.jpg,image_03225.jpg,0.2484612762928009,0.4768635332584381,True
train,image_03225.jpg,image_01218.jpg,0.3415932059288025,0.36913374066352844,False
train,image_07963.jpg,image_03685.jpg,0.36876851320266724,0.47522038221359253,False
train,image_07963.jpg,image_07705.jpg,0.30065348744392395,0.47249528765678406,False
train,image_07963.jpg,image_03168.jpg,0.30280405282974243,0.3974727988243103,False
train,image_07963.jpg,image_00889.jpg,0.3392729163169861,0.502923309803009,False
train,image_07963.jpg,image_08185.jpg,0.3006783425807953,0.48588284850120544,False
train,image_05549.jpg,image_07593.jpg,0.2392195463180542,0.40965625643730164,True
train,image_07552.jpg,image_07593.jpg,0.27118054032325745,0.4406168460845947,True
train,image_05649.jpg,image_07593.jpg,0.3303803503513336,0.46623390913009644,True
train,image_06976.jpg,image_07593.jpg,0.3377182185649872,0.4238429069519043,True
train,image_00083.jpg,image_07593.jpg,0.25937172770500183,0.4032905697822571,True
train,image_03079.jpg,image_08054.jpg,0.3594251871109009,0.44237396121025085,False
train,image_05179.jpg,image_03079.jpg,0.27040961384773254,0.43919694423675537,True
train,image_02332.jpg,image_03079.jpg,0.36782869696617126,0.5510123372077942,True
train,image_03079.jpg,image_03612.jpg,0.2835976183414459,0.33431515097618103,False
train,image_00737.jpg,image_03079.jpg,0.3873852491378784,0.41955727338790894,True
train,image_03890.jpg,image_00320.jpg,0.266914963722229,0.47060728073120117,False
train,image_03890.jpg,image_06839.jpg,0.18921640515327454,0.6377110481262207,False
train,image_02606.jpg,image_03890.jpg,0.3519989252090454,0.3530188798904419,True
train,image_03890.jpg,image_02922.jpg,0.21760545670986176,0.45411473512649536,False
train,image_03890.jpg,image_05730.jpg,0.28841933608055115,0.4619656801223755,False
train,image_03196.jpg,image_01200.jpg,0.30944913625717163,0.5545751452445984,False
train,image_03196.jpg,image_02487.jpg,0.3464975953102112,0.4184318482875824,False
train,image_03196.jpg,image_02922.jpg,0.27090322971343994,0.3671529293060303,False
train,image_03196.jpg,image_02584.jpg,0.25668394565582275,0.44083893299102783,False
train,image_07752.jpg,image_03196.jpg,0.3398132026195526,0.41954663395881653,True
train,image_04347.jpg,image_02827.jpg,0.36948832869529724,0.47518494725227356,True
train,image_06983.jpg,image_02827.jpg,0.2805156409740448,0.4600895047187805,True
train,image_00237.jpg,image_02827.jpg,0.2860209047794342,0.49295151233673096,True
train,image_02827.jpg,image_04276.jpg,0.3436484932899475,0.3819829821586609,False
train,image_01138.jpg,image_02827.jpg,0.1810731291770935,0.49511754512786865,True
train,image_00301.jpg,image_06189.jpg,0.33503457903862,0.3520545959472656,True
train,image_06189.jpg,image_06093.jpg,0.3178146481513977,0.3919517993927002,False
train,image_06189.jpg,image_05351.jpg,0.3226344585418701,0.4673804044723511,False
train,image_00831.jpg,image_06189.jpg,0.3570355772972107,0.4214440584182739,True
train,image_07913.jpg,image_06189.jpg,0.3588370978832245,0.3873133063316345,True
train,image_03932.jpg,image_04793.jpg,0.30607539415359497,0.43471306562423706,False
train,image_03932.jpg,image_03282.jpg,0.2976709008216858,0.6225294470787048,False
train,image_03932.jpg,image_08133.jpg,0.27101272344589233,0.5173880457878113,False
train,image_03932.jpg,image_05187.jpg,0.41640549898147583,0.45818665623664856,False
train,image_03932.jpg,image_05692.jpg,0.27125096321105957,0.6402761936187744,False
train,image_03832.jpg,image_06111.jpg,0.16942131519317627,0.5530622005462646,False
train,image_03832.jpg,image_04851.jpg,0.353960245847702,0.4027239680290222,False
train,image_03832.jpg,image_04473.jpg,0.2592404782772064,0.48026999831199646,False
train,image_03832.jpg,image_00760.jpg,0.3220534324645996,0.44684168696403503,False
train,image_03832.jpg,image_05307.jpg,0.23074357211589813,0.41179677844047546,False
train,image_07860.jpg,image_07938.jpg,0.27741482853889465,0.39693254232406616,True
train,image_07284.jpg,image_07938.jpg,0.31495943665504456,0.5050694346427917,True
train,image_02012.jpg,image_07938.jpg,0.30606040358543396,0.412858247756958,True
train,image_07938.jpg,image_07597.jpg,0.3141612112522125,0.4327658712863922,False
train,image_07938.jpg,image_07690.jpg,0.23661187291145325,0.36749911308288574,False
train,image_08052.jpg,image_06436.jpg,0.30639687180519104,0.40534472465515137,True
train,image_06436.jpg,image_08006.jpg,0.38345056772232056,0.42854398488998413,False
train,image_00529.jpg,image_06436.jpg,0.3637062907218933,0.4472772181034088,True
train,image_06507.jpg,image_06436.jpg,0.35482996702194214,0.4385945498943329,True
train,image_06436.jpg,image_01944.jpg,0.36793234944343567,0.44213423132896423,False
train,image_02873.jpg,image_05889.jpg,0.31248199939727783,0.5217547416687012,True
train,image_02599.jpg,image_05889.jpg,0.2508985996246338,0.5139415860176086,True
train,image_05889.jpg,image_04754.jpg,0.3115532100200653,0.3471141755580902,False
train,image_07572.jpg,image_05889.jpg,0.3559359014034271,0.37881022691726685,True
train,image_05889.jpg,image_06115.jpg,0.2845104932785034,0.4321005344390869,False
train,image_01604.jpg,image_08153.jpg,0.2349848598241806,0.42151862382888794,True
train,image_02062.jpg,image_08153.jpg,0.2332320660352707,0.4739072620868683,True
train,image_06491.jpg,image_08153.jpg,0.31490832567214966,0.566847026348114,True
train,image_00473.jpg,image_08153.jpg,0.346243292093277,0.3709975779056549,True
train,image_08153.jpg,image_05913.jpg,0.3605278730392456,0.3809959292411804,False
train,image_00592.jpg,image_06174.jpg,0.34598052501678467,0.38749638199806213,False
train,image_00592.jpg,image_00916.jpg,0.3141777217388153,0.488790363073349,False
train,image_00592.jpg,image_06807.jpg,0.3166537582874298,0.5168913006782532,False
train,image_00592.jpg,image_03281.jpg,0.34681257605552673,0.43948647379875183,False
train,image_00592.jpg,image_07722.jpg,0.3375648856163025,0.44722747802734375,False
train,image_07181.jpg,image_06697.jpg,0.2083689421415329,0.4704619348049164,False
train,image_07181.jpg,image_00480.jpg,0.24896444380283356,0.4762953519821167,False
train,image_07181.jpg,image_04612.jpg,0.2702016234397888,0.4261470139026642,False
train,image_07181.jpg,image_06320.jpg,0.280716210603714,0.43728676438331604,False
train,image_07181.jpg,image_03751.jpg,0.29145270586013794,0.4230912923812866,False
train,image_05901.jpg,image_01378.jpg,0.3652498424053192,0.3706609308719635,False
train,image_02256.jpg,image_05901.jpg,0.32194432616233826,0.41199415922164917,True
train,image_05901.jpg,image_00886.jpg,0.27729129791259766,0.401703417301178,False
train,image_05901.jpg,image_01439.jpg,0.1956019252538681,0.43276429176330566,False
train,image_00817.jpg,image_05901.jpg,0.3699415326118469,0.3984563946723938,True
train,image_06643.jpg,image_01072.jpg,0.3794121742248535,0.38219010829925537,False
train,image_06643.jpg,image_04221.jpg,0.3388681411743164,0.41669973731040955,False
train,image_05213.jpg,image_06643.jpg,0.3901802897453308,0.4162263870239258,True
train,image_06643.jpg,image_07689.jpg,0.33647462725639343,0.4429374933242798,False
train,image_06643.jpg,image_02381.jpg,0.3287496268749237,0.4217132031917572,False
train,image_04776.jpg,image_00860.jpg,0.3391039967536926,0.44471001625061035,True
train,image_00432.jpg,image_00860.jpg,0.27760744094848633,0.38242828845977783,True
train,image_07064.jpg,image_00860.jpg,0.26389095187187195,0.4719327986240387,True
train,image_04999.jpg,image_00860.jpg,0.213750958442688,0.5052470564842224,True
train,image_02224.jpg,image_00860.jpg,0.20366552472114563,0.5927200317382812,True
train,image_05753.jpg,image_00957.jpg,0.26811087131500244,0.4404970705509186,False
train,image_05753.jpg,image_06734.jpg,0.29556241631507874,0.40148675441741943,False
train,image_05753.jpg,image_01564.jpg,0.29215607047080994,0.43409639596939087,False
train,image_05753.jpg,image_00799.jpg,0.2604566216468811,0.4832480847835541,False
train,image_05753.jpg,image_04452.jpg,0.3876418471336365,0.4888049364089966,False
train,image_06370.jpg,image_04670.jpg,0.28599122166633606,0.3674153685569763,False
train,image_00187.jpg,image_06370.jpg,0.24247249960899353,0.4100596010684967,True
train,image_06370.jpg,image_05957.jpg,0.3035849630832672,0.37481239438056946,False
train,image_06370.jpg,image_01906.jpg,0.3168635070323944,0.35247594118118286,False
train,image_06227.jpg,image_06370.jpg,0.3104567527770996,0.37124204635620117,True
train,image_06747.jpg,image_06146.jpg,0.22412550449371338,0.4239596128463745,False
train,image_06747.jpg,image_08027.jpg,0.30149054527282715,0.3033817410469055,False
train,image_07738.jpg,image_06747.jpg,0.2737683653831482,0.38331934809684753,True
train,image_05018.jpg,image_06747.jpg,0.3306795060634613,0.39778566360473633,True
train,image_03520.jpg,image_06747.jpg,0.3038932681083679,0.41822218894958496,True
train,image_05551.jpg,image_00333.jpg,0.260890394449234,0.4037494957447052,True
train,image_04055.jpg,image_00333.jpg,0.24706913530826569,0.4149348735809326,True
train,image_00863.jpg,image_00333.jpg,0.30091527104377747,0.3622094392776489,True
train,image_01238.jpg,image_00333.jpg,0.29898953437805176,0.3743569552898407,True
train,image_00719.jpg,image_00333.jpg,0.250655859708786,0.45938631892204285,True
train,image_03461.jpg,image_01088.jpg,0.2942093312740326,0.4020666480064392,False
train,image_03461.jpg,image_05679.jpg,0.24339859187602997,0.5295567512512207,False
train,image_03461.jpg,image_04350.jpg,0.22165626287460327,0.5008838176727295,False
train,image_03461.jpg,image_02089.jpg,0.14725932478904724,0.5027215480804443,False
train,image_03461.jpg,image_06860.jpg,0.2972022593021393,0.3756784200668335,False
train,image_04007.jpg,image_07030.jpg,0.22095054388046265,0.510084331035614,True
train,image_07187.jpg,image_07030.jpg,0.3209996819496155,0.5071170926094055,True
train,image_03611.jpg,image_07030.jpg,0.21384719014167786,0.494756817817688,True
train,image_04876.jpg,image_07030.jpg,0.3137824237346649,0.46170610189437866,True
train,image_01764.jpg,image_07030.jpg,0.2633208632469177,0.5551744699478149,True
train,image_08168.jpg,image_03378.jpg,0.19717437028884888,0.5162388682365417,False
train,image_08168.jpg,image_07613.jpg,0.3364279866218567,0.46705546975135803,False
train,image_08168.jpg,image_03470.jpg,0.29060572385787964,0.37767457962036133,False
train,image_05227.jpg,image_08168.jpg,0.2721507251262665,0.42805567383766174,True
train,image_08168.jpg,image_02089.jpg,0.17596809566020966,0.5227781534194946,False
train,image_05859.jpg,image_03423.jpg,0.4000077545642853,0.4021903872489929,True
train,image_03423.jpg,image_01749.jpg,0.27735039591789246,0.5117858648300171,False
train,image_03423.jpg,image_03750.jpg,0.2903037369251251,0.4433239698410034,False
train,image_03423.jpg,image_00975.jpg,0.3641211986541748,0.37234562635421753,False
train,image_03423.jpg,image_05416.jpg,0.3696548044681549,0.4333861470222473,False
train,image_03390.jpg,image_04762.jpg,0.29949986934661865,0.3281092345714569,True
train,image_03327.jpg,image_04762.jpg,0.29012924432754517,0.3736944794654846,True
train,image_08163.jpg,image_04762.jpg,0.25182729959487915,0.360729843378067,True
train,image_04342.jpg,image_04762.jpg,0.2916816771030426,0.4026558995246887,True
train,image_03681.jpg,image_04762.jpg,0.2987392544746399,0.4225160479545593,True
train,image_04096.jpg,image_03345.jpg,0.31573641300201416,0.38267895579338074,False
train,image_04096.jpg,image_07395.jpg,0.3309556543827057,0.36203309893608093,False
train,image_04295.jpg,image_04096.jpg,0.30452245473861694,0.3860260248184204,True
train,image_04096.jpg,image_02554.jpg,0.3175581693649292,0.3958640694618225,False
train,image_04096.jpg,image_00491.jpg,0.1611512303352356,0.5091456174850464,False
train,image_04151.jpg,image_02234.jpg,0.20628684759140015,0.41397997736930847,True
train,image_02234.jpg,image_08138.jpg,0.2885444164276123,0.3819957375526428,False
train,image_07115.jpg,image_02234.jpg,0.24708589911460876,0.33010971546173096,True
train,image_03039.jpg,image_02234.jpg,0.26042434573173523,0.3999013602733612,True
train,image_08087.jpg,image_02234.jpg,0.23579296469688416,0.36217761039733887,True
train,image_04155.jpg,image_06564.jpg,0.3810093104839325,0.4479539394378662,True
train,image_04130.jpg,image_06564.jpg,0.32846981287002563,0.3951881527900696,True
train,image_07189.jpg,image_06564.jpg,0.2866341471672058,0.4000589847564697,True
train,image_02534.jpg,image_06564.jpg,0.34917548298835754,0.4143654406070709,True
train,image_06009.jpg,image_06564.jpg,0.32690078020095825,0.35909777879714966,True
train,image_00787.jpg,image_07259.jpg,0.3060709834098816,0.4109072983264923,False
train,image_04956.jpg,image_00787.jpg,0.34586507081985474,0.37838611006736755,True
train,image_04580.jpg,image_00787.jpg,0.36566925048828125,0.37388134002685547,True
train,image_06797.jpg,image_00787.jpg,0.28334763646125793,0.40267685055732727,True
train,image_00787.jpg,image_01252.jpg,0.27181509137153625,0.4034053385257721,False
train,image_08120.jpg,image_07198.jpg,0.33383941650390625,0.37085574865341187,True
train,image_01337.jpg,image_07198.jpg,0.38295456767082214,0.40693551301956177,True
train,image_07198.jpg,image_00949.jpg,0.32126015424728394,0.39710986614227295,False
train,image_07198.jpg,image_00727.jpg,0.34573855996131897,0.38448479771614075,False
train,image_07198.jpg,image_02038.jpg,0.31054210662841797,0.40997156500816345,False
train,image_07498.jpg,image_02375.jpg,0.29232802987098694,0.46705853939056396,True
train,image_02375.jpg,image_07288.jpg,0.29817822575569153,0.38300928473472595,False
train,image_02375.jpg,image_04935.jpg,0.36565935611724854,0.4084271788597107,False
train,image_02375.jpg,image_05914.jpg,0.2937961518764496,0.37505120038986206,False
train,image_02375.jpg,image_06671.jpg,0.3036346733570099,0.560168445110321,False
train,image_03881.jpg,image_04700.jpg,0.2921774387359619,0.4490496516227722,True
train,image_03710.jpg,image_04700.jpg,0.2820297181606293,0.36687371134757996,True
train,image_04700.jpg,image_05068.jpg,0.3235151767730713,0.3535623252391815,False
train,image_04700.jpg,image_00166.jpg,0.3650640845298767,0.369742214679718,False
train,image_00582.jpg,image_04700.jpg,0.3152135908603668,0.40886229276657104,True
train,image_06758.jpg,image_00234.jpg,0.24149563908576965,0.3986918330192566,True
train,image_00126.jpg,image_00234.jpg,0.3395810127258301,0.3552975654602051,True
train,image_03804.jpg,image_00234.jpg,0.31239187717437744,0.4105461835861206,True
