cache_index,image_path,filename,stem
23,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-097_03.jpg,002_03-vs-097_03.jpg,002_03-vs-097_03
24,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-100_03.jpg,002_03-vs-100_03.jpg,002_03-vs-100_03
25,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-102_03.jpg,002_03-vs-102_03.jpg,002_03-vs-102_03
26,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-118_03.jpg,002_03-vs-118_03.jpg,002_03-vs-118_03
27,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-124_03.jpg,002_03-vs-124_03.jpg,002_03-vs-124_03
28,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-136_03.jpg,002_03-vs-136_03.jpg,002_03-vs-136_03
29,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-139_03.jpg,002_03-vs-139_03.jpg,002_03-vs-139_03
30,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_03-vs-144_03.jpg,002_03-vs-144_03.jpg,002_03-vs-144_03
31,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-003_08.jpg,002_08-vs-003_08.jpg,002_08-vs-003_08
32,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-011_08.jpg,002_08-vs-011_08.jpg,002_08-vs-011_08
33,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-025_08.jpg,002_08-vs-025_08.jpg,002_08-vs-025_08
34,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-027_08.jpg,002_08-vs-027_08.jpg,002_08-vs-027_08
35,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-032_08.jpg,002_08-vs-032_08.jpg,002_08-vs-032_08
36,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-039_08.jpg,002_08-vs-039_08.jpg,002_08-vs-039_08
37,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-081_08.jpg,002_08-vs-081_08.jpg,002_08-vs-081_08
38,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-090_08.jpg,002_08-vs-090_08.jpg,002_08-vs-090_08
39,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-091_08.jpg,002_08-vs-091_08.jpg,002_08-vs-091_08
40,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-097_08.jpg,002_08-vs-097_08.jpg,002_08-vs-097_08
41,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-099_08.jpg,002_08-vs-099_08.jpg,002_08-vs-099_08
42,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-102_08.jpg,002_08-vs-102_08.jpg,002_08-vs-102_08
43,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-118_08.jpg,002_08-vs-118_08.jpg,002_08-vs-118_08
44,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-124_08.jpg,002_08-vs-124_08.jpg,002_08-vs-124_08
45,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-135_08.jpg,002_08-vs-135_08.jpg,002_08-vs-135_08
46,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-136_08.jpg,002_08-vs-136_08.jpg,002_08-vs-136_08
47,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-139_08.jpg,002_08-vs-139_08.jpg,002_08-vs-139_08
48,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/002_08-vs-144_08.jpg,002_08-vs-144_08.jpg,002_08-vs-144_08
49,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_03-vs-011_03.jpg,003_03-vs-011_03.jpg,003_03-vs-011_03
50,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_03-vs-014_03.jpg,003_03-vs-014_03.jpg,003_03-vs-014_03
51,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_03-vs-016_03.jpg,003_03-vs-016_03.jpg,003_03-vs-016_03
52,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_03-vs-027_03.jpg,003_03-vs-027_03.jpg,003_03-vs-027_03
53,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_08-vs-016_08.jpg,003_08-vs-016_08.jpg,003_08-vs-016_08
54,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_08-vs-027_08.jpg,003_08-vs-027_08.jpg,003_08-vs-027_08
55,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_08-vs-032_08.jpg,003_08-vs-032_08.jpg,003_08-vs-032_08
56,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_08-vs-124_08.jpg,003_08-vs-124_08.jpg,003_08-vs-124_08
57,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_08-vs-136_08.jpg,003_08-vs-136_08.jpg,003_08-vs-136_08
58,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/003_08-vs-144_08.jpg,003_08-vs-144_08.jpg,003_08-vs-144_08
59,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-012_03.jpg,004_03-vs-012_03.jpg,004_03-vs-012_03
60,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-092_03.jpg,004_03-vs-092_03.jpg,004_03-vs-092_03
61,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-103_03.jpg,004_03-vs-103_03.jpg,004_03-vs-103_03
62,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-105_03.jpg,004_03-vs-105_03.jpg,004_03-vs-105_03
63,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-128_03.jpg,004_03-vs-128_03.jpg,004_03-vs-128_03
64,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-141_03.jpg,004_03-vs-141_03.jpg,004_03-vs-141_03
65,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-142_03.jpg,004_03-vs-142_03.jpg,004_03-vs-142_03
66,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/004_03-vs-172_03.jpg,004_03-vs-172_03.jpg,004_03-vs-172_03
67,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-008_03.jpg,005_03-vs-008_03.jpg,005_03-vs-008_03
68,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-018_03.jpg,005_03-vs-018_03.jpg,005_03-vs-018_03
69,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-021_03.jpg,005_03-vs-021_03.jpg,005_03-vs-021_03
70,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-022_03.jpg,005_03-vs-022_03.jpg,005_03-vs-022_03
71,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-033_03.jpg,005_03-vs-033_03.jpg,005_03-vs-033_03
72,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-067_03.jpg,005_03-vs-067_03.jpg,005_03-vs-067_03
73,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-068_03.jpg,005_03-vs-068_03.jpg,005_03-vs-068_03
74,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-082_03.jpg,005_03-vs-082_03.jpg,005_03-vs-082_03
75,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-104_03.jpg,005_03-vs-104_03.jpg,005_03-vs-104_03
76,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_03-vs-115_03.jpg,005_03-vs-115_03.jpg,005_03-vs-115_03
77,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-008_08.jpg,005_08-vs-008_08.jpg,005_08-vs-008_08
78,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-018_08.jpg,005_08-vs-018_08.jpg,005_08-vs-018_08
79,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-021_08.jpg,005_08-vs-021_08.jpg,005_08-vs-021_08
80,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-022_08.jpg,005_08-vs-022_08.jpg,005_08-vs-022_08
81,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-033_08.jpg,005_08-vs-033_08.jpg,005_08-vs-033_08
82,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-067_08.jpg,005_08-vs-067_08.jpg,005_08-vs-067_08
83,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-068_08.jpg,005_08-vs-068_08.jpg,005_08-vs-068_08
84,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-082_08.jpg,005_08-vs-082_08.jpg,005_08-vs-082_08
85,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-114_08.jpg,005_08-vs-114_08.jpg,005_08-vs-114_08
86,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/005_08-vs-140_08.jpg,005_08-vs-140_08.jpg,005_08-vs-140_08
87,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_03-vs-016_03.jpg,006_03-vs-016_03.jpg,006_03-vs-016_03
88,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_03-vs-094_03.jpg,006_03-vs-094_03.jpg,006_03-vs-094_03
89,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_03-vs-097_03.jpg,006_03-vs-097_03.jpg,006_03-vs-097_03
90,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_03-vs-102_03.jpg,006_03-vs-102_03.jpg,006_03-vs-102_03
91,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_03-vs-118_03.jpg,006_03-vs-118_03.jpg,006_03-vs-118_03
92,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-016_08.jpg,006_08-vs-016_08.jpg,006_08-vs-016_08
93,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-081_08.jpg,006_08-vs-081_08.jpg,006_08-vs-081_08
94,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-097_08.jpg,006_08-vs-097_08.jpg,006_08-vs-097_08
95,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-102_08.jpg,006_08-vs-102_08.jpg,006_08-vs-102_08
96,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-112_08.jpg,006_08-vs-112_08.jpg,006_08-vs-112_08
97,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-118_08.jpg,006_08-vs-118_08.jpg,006_08-vs-118_08
98,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-139_08.jpg,006_08-vs-139_08.jpg,006_08-vs-139_08
99,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/006_08-vs-144_08.jpg,006_08-vs-144_08.jpg,006_08-vs-144_08
100,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/007_03-vs-039_03.jpg,007_03-vs-039_03.jpg,007_03-vs-039_03
101,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/007_03-vs-062_03.jpg,007_03-vs-062_03.jpg,007_03-vs-062_03
102,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/007_03-vs-107_03.jpg,007_03-vs-107_03.jpg,007_03-vs-107_03
103,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/007_03-vs-122_03.jpg,007_03-vs-122_03.jpg,007_03-vs-122_03
104,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/007_03-vs-124_03.jpg,007_03-vs-124_03.jpg,007_03-vs-124_03
105,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_03-vs-063_03.jpg,008_03-vs-063_03.jpg,008_03-vs-063_03
106,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_03-vs-104_03.jpg,008_03-vs-104_03.jpg,008_03-vs-104_03
107,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_03-vs-108_03.jpg,008_03-vs-108_03.jpg,008_03-vs-108_03
108,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_03-vs-143_03.jpg,008_03-vs-143_03.jpg,008_03-vs-143_03
109,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_08-vs-042_08.jpg,008_08-vs-042_08.jpg,008_08-vs-042_08
110,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_08-vs-061_08.jpg,008_08-vs-061_08.jpg,008_08-vs-061_08
111,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_08-vs-063_08.jpg,008_08-vs-063_08.jpg,008_08-vs-063_08
112,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_08-vs-070_08.jpg,008_08-vs-070_08.jpg,008_08-vs-070_08
113,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/008_08-vs-096_08.jpg,008_08-vs-096_08.jpg,008_08-vs-096_08
114,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-019_03.jpg,009_03-vs-019_03.jpg,009_03-vs-019_03
115,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-027_03.jpg,009_03-vs-027_03.jpg,009_03-vs-027_03
116,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-039_03.jpg,009_03-vs-039_03.jpg,009_03-vs-039_03
117,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-066_03.jpg,009_03-vs-066_03.jpg,009_03-vs-066_03
118,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-083_03.jpg,009_03-vs-083_03.jpg,009_03-vs-083_03
119,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-090_03.jpg,009_03-vs-090_03.jpg,009_03-vs-090_03
120,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-100_03.jpg,009_03-vs-100_03.jpg,009_03-vs-100_03
121,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-112_03.jpg,009_03-vs-112_03.jpg,009_03-vs-112_03
122,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-122_03.jpg,009_03-vs-122_03.jpg,009_03-vs-122_03
123,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-129_03.jpg,009_03-vs-129_03.jpg,009_03-vs-129_03
124,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_03-vs-144_03.jpg,009_03-vs-144_03.jpg,009_03-vs-144_03
125,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-062_08.jpg,009_08-vs-062_08.jpg,009_08-vs-062_08
126,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-083_08.jpg,009_08-vs-083_08.jpg,009_08-vs-083_08
127,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-090_08.jpg,009_08-vs-090_08.jpg,009_08-vs-090_08
128,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-107_08.jpg,009_08-vs-107_08.jpg,009_08-vs-107_08
129,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-112_08.jpg,009_08-vs-112_08.jpg,009_08-vs-112_08
130,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-122_08.jpg,009_08-vs-122_08.jpg,009_08-vs-122_08
131,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-129_08.jpg,009_08-vs-129_08.jpg,009_08-vs-129_08
132,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-135_08.jpg,009_08-vs-135_08.jpg,009_08-vs-135_08
133,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-139_08.jpg,009_08-vs-139_08.jpg,009_08-vs-139_08
134,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/009_08-vs-144_08.jpg,009_08-vs-144_08.jpg,009_08-vs-144_08
135,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_03-vs-030_03.jpg,010_03-vs-030_03.jpg,010_03-vs-030_03
136,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_03-vs-038_03.jpg,010_03-vs-038_03.jpg,010_03-vs-038_03
137,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_03-vs-039_03.jpg,010_03-vs-039_03.jpg,010_03-vs-039_03
138,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_03-vs-090_03.jpg,010_03-vs-090_03.jpg,010_03-vs-090_03
139,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_03-vs-126_03.jpg,010_03-vs-126_03.jpg,010_03-vs-126_03
140,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_08-vs-020_08.jpg,010_08-vs-020_08.jpg,010_08-vs-020_08
141,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_08-vs-030_08.jpg,010_08-vs-030_08.jpg,010_08-vs-030_08
142,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_08-vs-038_08.jpg,010_08-vs-038_08.jpg,010_08-vs-038_08
143,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_08-vs-039_08.jpg,010_08-vs-039_08.jpg,010_08-vs-039_08
144,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/010_08-vs-136_08.jpg,010_08-vs-136_08.jpg,010_08-vs-136_08
145,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/011_03-vs-020_03.jpg,011_03-vs-020_03.jpg,011_03-vs-020_03
146,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/011_03-vs-032_03.jpg,011_03-vs-032_03.jpg,011_03-vs-032_03
147,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/011_03-vs-062_03.jpg,011_03-vs-062_03.jpg,011_03-vs-062_03
148,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/011_03-vs-064_03.jpg,011_03-vs-064_03.jpg,011_03-vs-064_03
149,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/011_03-vs-097_03.jpg,011_03-vs-097_03.jpg,011_03-vs-097_03
150,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/MAD22/original_sorted/OpenCV/011_03-vs-118_03.jpg,011_03-vs-118_03.jpg,011_03-vs-118_03
